,PseudoTime0,PseudoTime1
E84_4_81,,4.81
E3_1_152,1.152,
E130_1_202,1.202,
E80_4_309,,4.309
E122_2_305,2.305,
E85_2_705,,2.705
E134_0_15,,0.15
E33_1_653,1.653,
E89_4_459,,4.459
E37_2_806,2.806,
E40_3_257,3.257,
E112_4_91,,4.91
E61_3_507,3.507,
E55_0_301,0.301,
E39_0_752,0.752,
E43_2_204,2.204,
E86_4_058,,4.058
E36_0_651,0.651,
E134_1_102,,1.102
E52_1_754,,1.754
E82_2_605,,2.605
E9_1_653,,1.653
E147_0_551,,0.551
E45_1_754,1.754,
E132_4_208,,4.208
E91_1_904,1.904,
E93_1_653,,1.653
E14_0_301,,0.301
E99_0_952,,0.952
E52_1_102,,1.102
E48_2_054,2.054,
E54_2_355,,2.355
E28_3_607,3.607,
E54_1_653,,1.653
E85_1_804,,1.804
E61_1_303,1.303,
E89_0_1,,0.1
E99_4_559,,4.559
E127_1_603,1.603,
E114_0_2,,0.2
E42_4_459,,4.459
E31_2_605,,2.605
E25_1_503,,1.503
E66_4_108,,4.108
E97_3_407,,3.407
E96_3_156,,3.156
E52_2_104,,2.104
E20_1_653,1.653,
E48_3_056,3.056,
E122_1_754,1.754,
E123_2_655,2.655,
E112_3_908,,3.908
E138_0_752,0.752,
E130_2_906,2.906,
E104_1_703,,1.703
E114_0_752,,0.752
E111_1_553,1.553,
E140_1_603,,1.603
E73_1_202,,1.202
E0_1_503,,1.503
E84_3_056,,3.056
E145_2_154,2.154,
E137_2_154,2.154,
E111_3_407,3.407,
E51_4_008,4.008,
E80_2_355,,2.355
E70_2_505,,2.505
E108_1_954,1.954,
E97_4_108,,4.108
E97_0_351,,0.351
E108_2_004,2.004,
E90_0_401,,0.401
E8_2_906,2.906,
E127_4_559,4.559,
E73_4_91,,4.91
E121_4_709,4.709,
E116_3_607,,3.607
E139_2_705,2.705,
E78_3_507,3.507,
E61_4_359,4.359,
E81_1_854,1.854,
E8_4_409,4.409,
E103_0_401,0.401,
E141_2_255,2.255,
E65_4_559,,4.559
E124_0_301,0.301,
E22_0_902,0.902,
E143_3_407,3.407,
E79_1_202,1.202,
E40_2_756,2.756,
E139_0_1,0.1,
E64_2_255,,2.255
E55_0_0,0.0,
E35_3_206,3.206,
E121_4_058,4.058,
E23_1_253,1.253,
E135_1_954,,1.954
E142_4_309,,4.309
E5_0_902,0.902,
E69_3_858,3.858,
E43_3_156,3.156,
E93_3_006,,3.006
E92_1_353,1.353,
E42_3_808,,3.808
E81_2_655,2.655,
E145_1_503,1.503,
E135_1_353,,1.353
E28_4_91,4.91,
E131_0_351,0.351,
E126_1_553,1.553,
E61_0_802,0.802,
E69_1_503,1.503,
E90_4_309,,4.309
E107_2_104,2.104,
E19_2_204,2.204,
