,PseudoTime0,PseudoTime1
E136_5_607,5.607,
E63_2_804,2.804,
E68_7_209,7.209,
E29_1_282,,1.282
E76_4_486,,4.486
E36_7_85,7.85,
E10_4_406,4.406,
E122_2_884,,2.884
E41_5_527,,5.527
E23_5_287,5.287,
E23_1_842,1.842,
E108_1_202,,1.202
E76_1_762,,1.762
E50_4_886,4.886,
E59_3_124,,3.124
E91_5_447,5.447,
E5_2_723,,2.723
E48_1_602,1.602,
E35_1_922,,1.922
E121_2_563,2.563,
E104_4_085,4.085,
E93_6_728,,6.728
E103_7_369,,7.369
E63_2_563,2.563,
E116_0_16,0.16,
E83_2_083,,2.083
E92_6_728,,6.728
E53_7_61,7.61,
E17_5_927,5.927,
E50_1_602,1.602,
E74_2_884,2.884,
E128_2_884,,2.884
E123_7_369,7.369,
E126_1_922,1.922,
E138_5_687,5.687,
E29_4_486,,4.486
E103_6_809,,6.809
E12_5_207,,5.207
E144_3_204,,3.204
E119_7_529,,7.529
E27_4_165,,4.165
E36_0_0,0.0,
E4_7_449,,7.449
E61_6_648,6.648,
E132_4_325,4.325,
E28_6_809,6.809,
E81_4_005,4.005,
E93_7_77,,7.77
E147_0_16,0.16,
E135_1_842,1.842,
E14_2_483,2.483,
E9_2_884,2.884,
E103_2_163,,2.163
E111_0_801,0.801,
E124_7_69,7.69,
E118_4_486,,4.486
E144_4_806,,4.806
E149_0_721,,0.721
E108_7_449,,7.449
E28_5_046,5.046,
E112_2_163,,2.163
E11_6_168,,6.168
E96_3_685,,3.685
E64_2_083,2.083,
E58_6_969,,6.969
E48_4_165,4.165,
E119_2_403,,2.403
E149_3_925,,3.925
E123_2_163,2.163,
E33_5_287,5.287,
E105_0_24,0.24,
E98_0_32,,0.32
E45_3_605,,3.605
E14_4_005,4.005,
E15_2_723,2.723,
E71_7_289,,7.289
E119_1_282,,1.282
E12_3_284,,3.284
E101_6_728,,6.728
E119_0_32,,0.32
E92_3_284,,3.284
E106_5_767,5.767,
E56_5_367,5.367,
E59_1_282,,1.282
E106_5_847,5.847,
E51_5_207,5.207,
E1_4_806,,4.806
E125_7_69,,7.69
E30_6_248,,6.248
E33_3_124,3.124,
E2_4_966,4.966,
E28_3_284,3.284,
E58_4_165,,4.165
E137_0_721,,0.721
