,Time
E9_12_458,12.458
E0_3_002,3.002
E33_1_651,1.651
E4_14_56,14.56
E135_10_957,10.957
E128_14_86,14.86
E4_10_507,10.507
E102_3_753,3.753
E121_3_602,3.602
E37_11_558,11.558
E20_6_004,6.004
E51_6_905,6.905
E73_4_953,4.953
E91_11_258,11.258
E125_0_751,0.7509999999999999
E120_3_602,3.602
E117_3_452,3.452
E104_4_053,4.053
E44_7_655,7.655
E123_2_101,2.101
E11_7_805,7.805
E148_4_503,4.503
E30_3_302,3.302
E141_8_706,8.706
E8_7_655,7.655
E121_0_3,0.3
E85_6_755,6.755
E115_1_201,1.2009999999999998
E61_8_856,8.856
E7_14_26,14.26
E85_2_702,2.702
E100_0_751,0.7509999999999999
E138_9_306,9.306000000000001
E23_5_704,5.704
E124_3_152,3.1519999999999997
E108_12_608,12.607999999999999
E96_8_105,8.105
E16_6_154,6.154
E48_13_359,13.359000000000002
E13_7_205,7.205
E65_9_006,9.006
E146_5_704,5.704
E109_14_41,14.41
E70_0_15,0.15
E78_3_002,3.002
E85_3_602,3.602
E117_11_558,11.558
E30_0_6,0.6
E62_4_203,4.203
E54_9_006,9.006
E94_0_45,0.45
E107_4_203,4.203
E41_1_201,1.2009999999999998
E136_11_107,11.107000000000001
E92_10_807,10.807
E83_9_606,9.606
E62_6_004,6.004
E76_10_807,10.807
E1_8_556,8.556000000000001
E95_3_302,3.302
E103_6_454,6.454
E44_2_101,2.101
E41_3_302,3.302
E83_3_753,3.753
E41_11_258,11.258
E14_11_258,11.258
E74_0_15,0.15
E134_11_558,11.558
E78_3_602,3.602
E90_14_26,14.26
E122_7_955,7.955
E84_9_757,9.757
E52_4_803,4.803
E27_6_004,6.004
E33_1_201,1.2009999999999998
E28_1_051,1.051
E116_12_158,12.158
E5_1_651,1.651
E71_0_901,0.9009999999999999
E133_4_953,4.953
E33_8_556,8.556000000000001
E81_14_56,14.56
E146_14_41,14.41
E22_6_905,6.905
E110_14_109,14.109000000000002
E16_14_41,14.41
E146_5_404,5.404
E22_4_953,4.953
E120_13_659,13.659
E59_2_252,2.252
E144_1_201,1.2009999999999998
E89_7_205,7.205
E118_7_505,7.505
E133_13_659,13.659
E38_6_604,6.604
E102_4_203,4.203
