,PseudoTime0,PseudoTime1,PseudoTime2
E1_2_003,,,2.003
E18_3_284,3.284,,
E96_6_889,6.889,,
E17_4_325,,4.325,
E84_4_486,,,4.486
E106_3_284,3.284,,
E34_6_889,6.889,,
E49_4_566,4.566,,
E64_1_762,1.762,,
E93_2_003,2.003,,
E129_5_607,,,5.607
E54_2_003,2.003,,
E87_3_605,3.605,,
E88_3_124,3.124,,
E114_0_721,0.721,,
E17_0_561,,0.561,
E126_5_367,,5.367,
E47_7_529,,,7.529
E26_4_325,4.325,,
E56_4_806,,,4.806
E105_4_325,4.325,,
E107_4_005,,4.005,
E60_4_646,,4.646,
E140_7_369,,,7.369
E67_3_845,,3.845,
E52_6_728,,,6.728
E28_1_922,,1.922,
E130_4_646,,4.646,
E140_4_566,,,4.566
E34_4_646,4.646,,
E54_0_08,0.08,,
E111_1_202,1.202,,
E128_4_486,,4.486,
E100_0_32,,0.32,
E67_6_728,,6.728,
E37_2_884,2.884,,
E58_2_804,,,2.804
E35_0_08,,0.08,
E26_5_447,5.447,,
E148_0_32,,0.32,
E113_2_884,,,2.884
E79_4_005,4.005,,
E123_1_682,,1.682,
E70_2_804,2.804,,
E133_1_602,,1.602,
E76_4_726,4.726,,
E143_2_003,,,2.003
E95_4_325,,,4.325
E40_1_442,1.442,,
E92_4_646,,,4.646
E93_5_447,5.447,,
E147_3_444,,,3.444
E28_2_243,,2.243,
E67_2_964,,2.964,
E40_1_682,1.682,,
E65_3_765,3.765,,
E114_5_927,5.927,,
E133_4_165,,4.165,
E93_3_364,3.364,,
E44_3_124,3.124,,
E96_0_961,0.961,,
E70_0_561,0.561,,
E4_6_969,,,6.969
E134_7_369,7.369,,
E4_6_889,,,6.889
E129_2_723,,,2.723
E18_5_207,5.207,,
E78_6_168,,,6.168
E147_0_721,,,0.721
E56_3_284,,,3.284
E144_7_61,7.61,,
E17_3_444,,3.444,
E16_2_723,2.723,,
E86_4_486,4.486,,
E78_7_049,,,7.049
E113_7_61,,,7.61
E104_1_041,,1.041,
E80_4_005,,4.005,
E35_0_561,,0.561,
E58_2_243,,,2.243
E40_3_364,3.364,,
E106_2_323,2.323,,
E21_3_685,3.685,,
E87_7_049,7.049,,
E78_6_008,,,6.008
E104_1_362,,1.362,
E62_0_08,,0.08,
E105_5_847,5.847,,
E1_4_325,,,4.325
E89_1_602,1.602,,
E93_4_966,4.966,,
E5_6_328,6.328,,
E110_0_721,,0.721,
E33_0_721,,0.721,
E68_2_483,,,2.483
E83_6_168,,,6.168
E80_4_966,,4.966,
E34_2_163,2.163,,
E96_0_721,0.721,,
E134_2_163,2.163,,
E142_2_403,,,2.403
E65_5_287,5.287,,
E58_5_207,,,5.207
E122_3_845,,,3.845
E65_2_163,2.163,,
E86_0_08,0.08,,
E3_6_248,,6.248,
E45_5_367,,5.367,
E11_0_08,,0.08,
E20_2_323,,,2.323
E40_7_209,7.209,,
E12_1_682,1.682,,
E130_2_643,,2.643,
E110_6_728,,6.728,
E3_6_568,,6.568,
E99_6_969,,,6.969
E99_3_364,,,3.364
E75_3_204,3.204,,
E124_7_449,7.449,,
E18_5_287,5.287,,
E66_2_643,,,2.643
E95_5_046,,,5.046
E49_2_964,2.964,,
E136_3_524,,,3.524
E130_5_847,,5.847,
E35_7_289,,7.289,
E102_0_481,,,0.481
E65_6_328,6.328,,
E37_7_369,7.369,,
E12_4_486,4.486,,
E104_1_842,,1.842,
E143_6_008,,,6.008
E67_3_444,,3.444,
E0_3_364,,3.364,
E53_7_369,,7.369,
E73_5_287,,5.287,
E76_4_806,4.806,,
E62_2_003,,2.003,
E85_2_083,,2.083,
E106_2_964,2.964,,
E142_3_044,,,3.044
E93_0_08,0.08,,
E21_6_809,6.809,,
E20_2_083,,,2.083
E142_4_005,,,4.005
E80_4_245,,4.245,
E139_0_08,,,0.08
E81_4_005,4.005,,
E80_3_845,,3.845,
E87_1_202,1.202,,
E122_1_282,,,1.282
E10_6_568,,,6.568
E126_5_287,,5.287,
E134_6_568,6.568,,
E83_1_842,,,1.842
E136_3_284,,,3.284
E0_1_282,,1.282,
E113_5_687,,,5.687
E84_3_044,,,3.044
E53_6_408,,6.408,
E37_0_16,0.16,,
E122_4_245,,,4.245
E111_3_925,3.925,,
E139_4_886,,,4.886
E12_7_529,7.529,,
E143_4_406,,,4.406
E79_0_481,0.481,,
E123_2_083,,2.083,
E77_7_529,7.529,,
E136_5_447,,,5.447
E80_7_369,,7.369,
E136_2_403,,,2.403
E99_6_728,,,6.728
E100_2_804,,2.804,
E56_0_881,,,0.881
E52_3_925,,,3.925
E104_6_568,,6.568,
E29_6_408,,,6.408
E68_3_765,,,3.765
E121_6_248,,,6.248
E130_0_16,,0.16,
E14_6_969,,,6.969
E11_2_804,,2.804,
E65_3_925,3.925,,
E22_6_969,,,6.969
E60_6_488,,6.488,
E100_1_922,,1.922,
E81_0_481,0.481,,
E118_5_767,5.767,,
E9_5_927,,5.927,
E143_4_005,,,4.005
E12_2_083,2.083,,
E52_6_969,,,6.969
E124_4_886,4.886,,
E123_6_648,,6.648,
E77_6_008,6.008,,
E123_0_801,,0.801,
E67_0_0,,0.0,
E51_1_522,,1.522,
E117_6_648,,6.648,
E123_3_845,,3.845,
E62_3_685,,3.685,
E5_1_682,1.682,,
E73_6_809,,6.809,
E44_0_08,0.08,,
E124_6_168,6.168,,
E107_0_08,,0.08,
E84_2_643,,,2.643
E99_1_041,,,1.041
E101_4_566,,4.566,
E129_2_083,,,2.083
E49_5_847,5.847,,
E80_4_165,,4.165,
E140_5_447,,,5.447
E134_5_046,5.046,,
E88_6_248,6.248,,
E99_0_32,,,0.32
E45_6_088,,6.088,
E142_0_881,,,0.881
E99_4_245,,,4.245
E12_5_767,5.767,,
E94_5_607,,5.607,
E110_3_044,,3.044,
E49_7_129,7.129,,
E13_6_889,,,6.889
E2_4_486,4.486,,
E33_6_728,,6.728,
E111_7_529,7.529,,
E77_4_726,4.726,,
E26_1_522,1.522,,
E68_5_367,,,5.367
E60_0_08,,0.08,
E124_5_287,5.287,,
E87_1_602,1.602,,
E58_6_728,,,6.728
E77_3_765,3.765,,
E95_4_966,,,4.966
E11_6_809,,6.809,
E136_2_483,,,2.483
E107_4_566,,4.566,
E54_1_922,1.922,,
E147_1_682,,,1.682
E96_3_524,3.524,,
E81_0_561,0.561,,
E75_4_245,4.245,,
E78_3_444,,,3.444
E4_5_367,,,5.367
E3_0_641,,0.641,
E29_7_209,,,7.209
E148_0_0,,0.0,
E117_5_927,,5.927,
E144_6_809,6.809,,
E89_3_845,3.845,,
E134_3_124,3.124,,
E136_0_0,,,0.0
E110_7_529,,7.529,
E34_4_886,4.886,,
E9_2_723,,2.723,
E10_5_847,,,5.847
E79_6_008,6.008,,
E110_6_889,,6.889,
E14_7_93,,,7.93
E29_1_202,,,1.202
E14_6_328,,,6.328
E107_7_369,,7.369,
E95_6_008,,,6.008
E58_4_486,,,4.486
E62_2_083,,2.083,
E73_0_16,,0.16,
E147_0_0,,,0.0
E40_1_842,1.842,,
E126_5_447,,5.447,
E13_3_364,,,3.364
E7_4_406,4.406,,
E46_5_687,,,5.687
E83_6_809,,,6.809
E62_1_121,,1.121,
E1_4_726,,,4.726
E128_5_687,,5.687,
E122_2_003,,,2.003
E28_5_607,,5.607,
E87_2_003,2.003,,
E42_7_449,,,7.449
E121_3_444,,,3.444
E54_4_245,4.245,,
E16_5_046,5.046,,
E78_5_927,,,5.927
E37_2_483,2.483,,
E13_7_77,,,7.77
E45_0_881,,0.881,
E89_6_568,6.568,,
E31_7_61,,7.61,
E78_4_245,,,4.245
E65_7_93,7.93,,
E37_2_243,2.243,,
E86_0_16,0.16,,
E123_7_93,,7.93,
E71_4_646,,4.646,
E37_4_966,4.966,,
E35_6_568,,6.568,
E51_7_129,,7.129,
E29_4_085,,,4.085
E53_7_85,,7.85,
E16_0_721,0.721,,
E81_5_527,5.527,,
E68_5_046,,,5.046
E4_6_168,,,6.168
E37_7_289,7.289,,
E140_7_289,,,7.289
E18_4_486,4.486,,
E136_4_245,,,4.245
E20_0_881,,,0.881
E64_6_088,6.088,,
E16_3_204,3.204,,
E130_7_61,,7.61,
E45_0_32,,0.32,
E87_4_165,4.165,,
E10_1_202,,,1.202
E14_4_566,,,4.566
E107_4_085,,4.085,
E92_7_77,,,7.77
E118_0_721,0.721,,
E22_3_444,,,3.444
E10_6_088,,,6.088
E44_2_964,2.964,,
E1_2_723,,,2.723
E123_3_524,,3.524,
E18_2_083,2.083,,
E81_2_643,2.643,,
E54_5_527,5.527,,
E98_0_401,,,0.401
E68_2_003,,,2.003
E125_7_69,7.69,,
E103_3_204,,3.204,
E11_4_806,,4.806,
E122_0_961,,,0.961
E13_1_362,,,1.362
E94_0_721,,0.721,
E87_2_163,2.163,,
E81_5_046,5.046,,
E80_4_726,,4.726,
E71_2_804,,2.804,
E88_3_845,3.845,,
E115_7_449,,7.449,
E51_3_925,,3.925,
E12_5_367,5.367,,
E98_3_925,,,3.925
E107_1_202,,1.202,
E58_3_044,,,3.044
E20_5_607,,,5.607
E129_3_685,,,3.685
E39_1_362,,1.362,
E126_2_163,,2.163,
E123_7_61,,7.61,
E64_3_444,3.444,,
E12_6_408,6.408,,
E1_3_524,,,3.524
E52_3_124,,,3.124
E11_7_529,,7.529,
E65_4_165,4.165,,
E13_7_369,,,7.369
E42_7_049,,,7.049
E121_4_886,,,4.886
E70_5_287,5.287,,
E125_5_927,5.927,,
E105_2_243,2.243,,
E2_1_682,1.682,,
E134_3_204,3.204,,
E87_6_969,6.969,,
E117_1_202,,1.202,
E124_2_964,2.964,,
E17_1_202,,1.202,
E105_3_605,3.605,,
E49_2_884,2.884,,
E73_3_284,,3.284,
E53_3_284,,3.284,
E53_0_641,,0.641,
E60_1_602,,1.602,
E139_7_449,,,7.449
E80_6_728,,6.728,
E128_2_243,,2.243,
E79_4_966,4.966,,
E86_2_323,2.323,,
E37_7_529,7.529,,
E107_1_121,,1.121,
E47_1_522,,,1.522
E106_1_682,1.682,,
E71_4_085,,4.085,
E102_3_444,,,3.444
E62_5_367,,5.367,
E73_3_364,,3.364,
E17_6_248,,6.248,
E68_0_16,,,0.16
E93_0_961,0.961,,
E134_3_685,3.685,,
E98_1_842,,,1.842
E4_3_925,,,3.925
E94_6_648,,6.648,
E96_4_886,4.886,,
E103_4_886,,4.886,
E40_2_243,2.243,,
E74_2_323,,2.323,
E134_2_804,2.804,,
E147_5_447,,,5.447
E93_3_044,3.044,,
E10_5_927,,,5.927
E17_4_966,,4.966,
E46_2_323,,,2.323
E102_4_726,,,4.726
E39_5_367,,5.367,
E77_3_444,3.444,,
E88_5_126,5.126,,
E62_2_243,,2.243,
E128_3_925,,3.925,
E54_5_607,5.607,,
E122_4_085,,,4.085
E62_7_049,,7.049,
E98_2_884,,,2.884
E6_4_085,,,4.085
E89_6_728,6.728,,
E13_1_602,,,1.602
E107_5_607,,5.607,
E147_6_088,,,6.088
E63_0_24,,,0.24
E5_6_248,6.248,,
E133_7_289,,7.289,
E14_2_243,,,2.243
E15_5_447,,5.447,
E16_4_005,4.005,,
E58_2_964,,,2.964
E16_1_282,1.282,,
E12_0_24,0.24,,
E84_6_889,,,6.889
E102_6_728,,,6.728
E67_6_248,,6.248,
E99_5_927,,,5.927
E81_0_32,0.32,,
E94_3_685,,3.685,
E89_5_207,5.207,,
E70_2_884,2.884,,
E54_5_367,5.367,,
E53_4_806,,4.806,
E39_0_0,,0.0,
E148_2_403,,2.403,
E93_0_16,0.16,,
E52_2_083,,,2.083
E144_5_046,5.046,,
E29_0_401,,,0.401
E66_4_245,,,4.245
E26_4_566,4.566,,
E125_3_284,3.284,,
E37_3_124,3.124,,
E67_2_884,,2.884,
E45_4_005,,4.005,
E54_1_442,1.442,,
E4_0_481,,,0.481
E143_5_367,,,5.367
E16_6_248,6.248,,
E74_1_202,,1.202,
E125_6_408,6.408,,
E123_6_408,,6.408,
E102_5_367,,,5.367
E15_0_24,,0.24,
E125_2_643,2.643,,
E16_1_842,1.842,,
E37_7_85,7.85,,
E102_2_723,,,2.723
E87_3_685,3.685,,
E11_7_69,,7.69,
E28_6_408,,6.408,
E104_2_163,,2.163,
E87_3_044,3.044,,
E74_7_529,,7.529,
E60_0_721,,0.721,
E87_0_0,0.0,,
E98_1_762,,,1.762
E2_2_643,2.643,,
E129_1_842,,,1.842
E106_5_207,5.207,,
E114_4_085,4.085,,
E16_0_08,0.08,,
E95_3_204,,,3.204
E20_4_486,,,4.486
E2_2_083,2.083,,
E65_6_008,6.008,,
E126_7_77,,7.77,
E26_3_204,3.204,,
E148_4_245,,4.245,
E81_3_765,3.765,,
E126_0_561,,0.561,
E2_2_403,2.403,,
E40_0_721,0.721,,
E123_1_922,,1.922,
E63_5_367,,,5.367
E134_1_922,1.922,,
E106_0_32,0.32,,
E147_3_925,,,3.925
E15_1_442,,1.442,
E92_1_842,,,1.842
E37_3_284,3.284,,
E37_1_522,1.522,,
E110_4_806,,4.806,
E86_1_922,1.922,,
E124_3_444,3.444,,
E47_3_685,,,3.685
E106_6_408,6.408,,
E29_0_641,,,0.641
E140_4_325,,,4.325
E145_5_126,,,5.126
E44_0_561,0.561,,
E15_5_367,,5.367,
E121_5_607,,,5.607
E54_1_121,1.121,,
E40_6_328,6.328,,
E28_1_762,,1.762,
E78_2_163,,,2.163
E26_1_442,1.442,,
E40_6_488,6.488,,
E126_6_969,,6.969,
E9_3_284,,3.284,
E77_0_961,0.961,,
E93_7_529,7.529,,
E64_2_323,2.323,,
E5_7_77,7.77,,
E75_5_207,5.207,,
E87_7_369,7.369,,
E92_0_481,,,0.481
E87_7_85,7.85,,
E134_7_209,7.209,,
E63_3_364,,,3.364
E33_5_847,,5.847,
E145_1_282,,,1.282
E124_7_85,7.85,,
E93_3_685,3.685,,
E34_4_966,4.966,,
E136_1_922,,,1.922
E28_3_765,,3.765,
E51_6_728,,6.728,
E0_2_643,,2.643,
E17_0_24,,0.24,
E148_7_369,,7.369,
E9_7_449,,7.449,
E2_6_008,6.008,,
E12_2_884,2.884,,
E111_6_889,6.889,,
E31_6_088,,6.088,
E104_3_925,,3.925,
E136_4_966,,,4.966
E45_4_245,,4.245,
E34_3_685,3.685,,
E88_4_245,4.245,,
E129_3_925,,,3.925
E1_1_922,,,1.922
E113_1_922,,,1.922
E77_3_044,3.044,,
E51_4_165,,4.165,
E74_4_806,,4.806,
E68_5_767,,,5.767
E89_5_847,5.847,,
E31_4_646,,4.646,
E51_1_121,,1.121,
E64_2_243,2.243,,
E134_3_925,3.925,,
E96_4_005,4.005,,
E44_1_842,1.842,,
E115_0_561,,0.561,
E31_0_16,,0.16,
E79_2_003,2.003,,
E148_1_842,,1.842,
E143_1_842,,,1.842
E37_3_765,3.765,,
E76_2_723,2.723,,
E68_7_529,,,7.529
E78_7_61,,,7.61
E144_0_961,0.961,,
E73_2_804,,2.804,
E13_7_93,,,7.93
E86_3_364,3.364,,
E89_7_129,7.129,,
E142_6_568,,,6.568
E148_3_605,,3.605,
E92_1_602,,,1.602
E136_6_328,,,6.328
E99_3_124,,,3.124
E74_7_209,,7.209,
E68_5_847,,,5.847
E142_0_0,,,0.0
E129_6_889,,,6.889
E118_7_77,7.77,,
E13_2_804,,,2.804
E66_0_32,,,0.32
E42_3_524,,,3.524
E92_0_08,,,0.08
E114_3_204,3.204,,
E110_5_046,,5.046,
E15_1_682,,1.682,
E107_6_728,,6.728,
E21_4_886,4.886,,
E125_3_925,3.925,,
E13_0_08,,,0.08
E37_3_925,3.925,,
E92_0_961,,,0.961
E40_4_085,4.085,,
E136_5_207,,,5.207
E140_3_605,,,3.605
E45_7_85,,7.85,
E110_6_328,,6.328,
E5_7_85,7.85,,
E115_0_24,,0.24,
E29_6_088,,,6.088
E74_5_046,,5.046,
E20_5_767,,,5.767
E148_4_726,,4.726,
E145_0_801,,,0.801
E66_1_682,,,1.682
E81_4_325,4.325,,
E125_0_401,0.401,,
E81_4_245,4.245,,
E74_1_282,,1.282,
E10_2_243,,,2.243
E1_6_088,,,6.088
E93_1_602,1.602,,
E75_3_605,3.605,,
E2_5_767,5.767,,
E104_4_165,,4.165,
E60_7_85,,7.85,
E147_2_884,,,2.884
E15_2_964,,2.964,
E10_7_369,,,7.369
E77_4_406,4.406,,
E28_2_163,,2.163,
E6_4_325,,,4.325
E118_3_444,3.444,,
E74_7_69,,7.69,
E136_1_202,,,1.202
E80_0_16,,0.16,
E102_4_406,,,4.406
E20_1_041,,,1.041
E86_2_083,2.083,,
E52_0_0,,,0.0
E33_1_362,,1.362,
E62_1_842,,1.842,
E140_6_648,,,6.648
E37_2_083,2.083,,
E28_3_284,,3.284,
E20_7_369,,,7.369
E33_0_481,,0.481,
E64_1_041,1.041,,
E103_4_806,,4.806,
E68_1_442,,,1.442
E29_3_044,,,3.044
E102_7_369,,,7.369
E74_1_682,,1.682,
E140_3_444,,,3.444
E71_4_406,,4.406,
E80_0_401,,0.401,
E49_6_488,6.488,,
E96_4_566,4.566,,
E126_7_69,,7.69,
E51_0_801,,0.801,
E148_4_005,,4.005,
E84_1_202,,,1.202
E35_6_248,,6.248,
E100_6_408,,6.408,
E124_0_24,0.24,,
E20_5_527,,,5.527
E107_4_325,,4.325,
E128_1_522,,1.522,
E77_1_362,1.362,,
E56_1_202,,,1.202
E107_6_008,,6.008,
E26_2_243,2.243,,
E123_5_126,,5.126,
E64_4_646,4.646,,
E67_2_323,,2.323,
E142_0_16,,,0.16
E88_6_568,6.568,,
E34_0_561,0.561,,
E106_1_762,1.762,,
E58_4_165,,,4.165
E88_6_008,6.008,,
E22_7_209,,,7.209
E143_3_605,,,3.605
E79_0_881,0.881,,
E28_4_165,,4.165,
E147_3_524,,,3.524
E78_3_284,,,3.284
E39_6_008,,6.008,
E18_3_044,3.044,,
E20_7_93,,,7.93
E144_4_325,4.325,,
E133_3_524,,3.524,
E86_6_488,6.488,,
E29_2_804,,,2.804
E1_3_685,,,3.685
E130_5_367,,5.367,
E54_2_643,2.643,,
E140_6_408,,,6.408
E87_6_168,6.168,,
E22_1_282,,,1.282
E86_7_209,7.209,,
E113_0_801,,,0.801
E2_1_602,1.602,,
E125_2_483,2.483,,
E98_6_008,,,6.008
E49_2_723,2.723,,
E40_7_93,7.93,,
E3_2_804,,2.804,
E70_1_522,1.522,,
E130_2_243,,2.243,
E10_3_044,,,3.044
E114_4_726,4.726,,
E113_2_403,,,2.403
E33_4_325,,4.325,
E123_4_566,,4.566,
E115_6_648,,6.648,
E115_5_447,,5.447,
E147_3_124,,,3.124
E46_3_845,,,3.845
E33_6_408,,6.408,
E129_6_809,,,6.809
E68_7_93,,,7.93
E1_3_204,,,3.204
E49_0_08,0.08,,
E12_0_481,0.481,,
E103_5_207,,5.207,
E54_1_202,1.202,,
