,PseudoTime0,PseudoTime1
E116_1_253,1.253,
E142_2_455,2.455,
E136_4_108,4.108,
E134_3_056,3.056,
E148_1_152,,1.152
E88_1_904,1.904,
E43_1_253,,1.253
E78_1_052,,1.052
E60_1_754,1.754,
E24_4_709,,4.709
E63_2_104,,2.104
E115_3_357,,3.357
E99_1_303,1.303,
E114_2_305,2.305,
E99_1_152,1.152,
E51_4_108,,4.108
E141_1_052,,1.052
E80_1_703,1.703,
E0_4_81,4.81,
E131_0_902,,0.902
E56_1_052,1.052,
E7_4_359,4.359,
E71_3_908,3.908,
E75_0_401,,0.401
E149_4_709,4.709,
E52_3_407,3.407,
E27_2_705,,2.705
E1_2_255,2.255,
E111_0_2,,0.2
E62_2_505,2.505,
E107_0_2,,0.2
E52_1_553,1.553,
E81_3_758,,3.758
E145_0_752,,0.752
E31_2_405,2.405,
E52_2_555,2.555,
E31_3_808,3.808,
E61_2_004,,2.004
E89_2_305,2.305,
E127_3_156,,3.156
E33_0_551,,0.551
E146_2_856,,2.856
E70_4_609,4.609,
E140_2_255,2.255,
E149_1_503,1.503,
E86_0_15,0.15,
E145_1_202,,1.202
E102_1_152,,1.152
E44_3_257,,3.257
E110_3_958,3.958,
E46_3_908,3.908,
E95_3_657,3.657,
E71_1_453,1.453,
E24_2_305,,2.305
E74_3_156,3.156,
E40_0_952,,0.952
E80_2_054,2.054,
E99_2_255,2.255,
E126_1_703,,1.703
E4_1_653,,1.653
E36_3_006,,3.006
E136_2_856,2.856,
E49_3_156,3.156,
E144_3_257,3.257,
E36_0_0,,0.0
E6_3_257,,3.257
E89_3_006,3.006,
E146_1_553,,1.553
E82_0_351,0.351,
E136_1_303,1.303,
E85_4_459,4.459,
E135_0_601,0.601,
E78_0_05,,0.05
E146_3_307,,3.307
E97_1_954,1.954,
E83_2_906,,2.906
E141_2_705,,2.705
E48_4_459,,4.459
E117_2_004,,2.004
E38_1_353,,1.353
E44_4_81,,4.81
E112_4_96,4.96,
E40_0_0,,0.0
E51_2_405,,2.405
E89_3_808,3.808,
E143_3_707,,3.707
E41_2_455,2.455,
E114_1_353,1.353,
E17_3_707,,3.707
E149_2_856,2.856,
E112_4_058,4.058,
E134_2_154,2.154,
E78_2_405,,2.405
E47_4_509,4.509,
E98_4_86,4.86,
E30_4_108,,4.108
E1_1_002,1.002,
E38_2_154,,2.154
E51_4_81,,4.81
E36_0_551,,0.551
E130_2_505,,2.505
E0_1_603,1.603,
E104_4_76,4.76,
E88_2_956,2.956,
E137_3_557,,3.557
E99_2_104,2.104,
E142_3_858,3.858,
E86_2_505,2.505,
E141_2_956,,2.956
E7_2_154,2.154,
E110_0_0,0.0,
E63_4_459,,4.459
E78_4_409,,4.409
E44_0_802,,0.802
E43_4_509,,4.509
E84_0_2,0.2,
E124_4_659,,4.659
E9_3_407,3.407,
E55_2_906,,2.906
E57_1_253,1.253,
E26_0_952,0.952,
E17_0_651,,0.651
E126_2_806,,2.806
E79_0_05,,0.05
E76_3_808,3.808,
E77_0_601,0.601,
E37_2_705,,2.705
E121_0_1,,0.1
E26_3_056,3.056,
E109_0_701,0.701,
E19_4_359,,4.359
E23_4_91,,4.91
E120_1_403,1.403,
E99_0_902,0.902,
E79_0_401,,0.401
E71_0_752,0.752,
E66_0_952,0.952,
E85_3_607,3.607,
E74_3_958,3.958,
E26_0_852,0.852,
E146_2_305,,2.305
E81_2_004,,2.004
E117_4_559,,4.559
E50_1_403,,1.403
E16_2_455,,2.455
E24_2_555,,2.555
E112_0_351,0.351,
E33_3_407,,3.407
E100_4_709,,4.709
E34_1_603,1.603,
E50_2_906,,2.906
E130_4_459,,4.459
E58_0_852,0.852,
E85_0_15,0.15,
E121_1_553,,1.553
E23_2_255,,2.255
E23_0_651,,0.651
E10_4_91,,4.91
E74_3_557,3.557,
E91_2_004,,2.004
E34_3_257,3.257,
E142_0_2,0.2,
E89_4_359,4.359,
E121_0_451,,0.451
E51_1_253,,1.253
E121_2_856,,2.856
E86_2_906,2.906,
E90_0_351,0.351,
E116_1_403,1.403,
E88_4_81,4.81,
E0_1_854,1.854,
