,PseudoTime0,PseudoTime1,PseudoTime2
E57_0_641,,0.641,
E96_3_204,3.204,,
E1_0_961,,,0.961
E31_2_884,,2.884,
E146_6_969,,6.969,
E99_0_0,,,0.0
E65_5_207,5.207,,
E137_4_726,4.726,,
E83_2_483,,,2.483
E47_1_121,,,1.121
E124_3_925,3.925,,
E22_2_003,,,2.003
E70_4_085,4.085,,
E15_4_566,,4.566,
E59_6_168,,6.168,
E111_2_483,2.483,,
E93_6_648,6.648,,
E113_0_641,,,0.641
E25_4_085,4.085,,
E81_1_202,1.202,,
E93_2_163,2.163,,
E37_0_961,0.961,,
E118_2_643,2.643,,
E134_2_083,2.083,,
E84_0_401,,,0.401
E139_4_886,,,4.886
E115_5_527,,5.527,
E83_5_367,,,5.367
E11_1_922,,1.922,
E40_5_607,5.607,,
E125_4_085,4.085,,
E57_5_527,,5.527,
E29_6_648,,,6.648
E16_3_444,3.444,,
E5_0_0,0.0,,
E19_1_362,,1.362,
E146_6_568,,6.568,
E62_0_0,,0.0,
E24_0_401,0.401,,
E38_5_046,,5.046,
E135_5_687,5.687,,
E81_2_003,2.003,,
E145_0_32,,,0.32
E52_5_847,,,5.847
E52_6_728,,,6.728
E1_0_881,,,0.881
E93_6_568,6.568,,
E21_6_969,6.969,,
E13_3_524,,,3.524
E135_3_925,3.925,,
E2_2_964,2.964,,
E129_4_886,,,4.886
E95_4_726,,,4.726
E90_7_369,7.369,,
E68_1_282,,,1.282
E21_5_126,5.126,,
E142_4_486,,,4.486
E11_2_003,,2.003,
E79_6_728,6.728,,
E54_3_925,3.925,,
E135_5_126,5.126,,
E89_5_527,5.527,,
E147_2_723,,,2.723
E101_2_003,,2.003,
E3_4_726,,4.726,
E42_5_767,,,5.767
E52_7_69,,,7.69
E62_7_209,,7.209,
E41_3_444,,3.444,
E23_5_847,5.847,,
E128_0_721,,0.721,
E75_1_682,1.682,,
E79_4_966,4.966,,
E145_1_762,,,1.762
E131_1_041,,1.041,
E118_6_328,6.328,,
E149_1_041,1.041,,
E119_6_088,,6.088,
E34_2_563,2.563,,
E146_6_248,,6.248,
E102_4_085,,,4.085
E37_3_605,3.605,,
E129_6_408,,,6.408
E121_0_801,,,0.801
E118_6_408,6.408,,
E78_7_529,,,7.529
E17_2_003,,2.003,
E62_2_723,,2.723,
E21_2_884,2.884,,
E13_6_809,,,6.809
E109_6_408,,6.408,
E10_1_922,,,1.922
E92_7_69,,,7.69
E103_1_282,,1.282,
E81_0_801,0.801,,
E16_3_765,3.765,,
E1_6_248,,,6.248
E60_4_005,,4.005,
E75_7_129,7.129,,
E47_7_289,,,7.289
E52_1_202,,,1.202
E149_4_245,4.245,,
E24_1_362,1.362,,
E5_2_884,2.884,,
E128_2_083,,2.083,
E92_2_243,,,2.243
E118_6_088,6.088,,
E68_3_044,,,3.044
E113_2_884,,,2.884
E35_7_529,,7.529,
E22_3_284,,,3.284
E21_2_723,2.723,,
E57_7_049,,7.049,
E52_3_444,,,3.444
E123_4_566,,4.566,
E10_2_804,,,2.804
E66_0_481,,,0.481
E130_1_762,,1.762,
E83_2_804,,,2.804
E91_7_61,,7.61,
E142_2_003,,,2.003
E140_5_527,,,5.527
E121_1_041,,,1.041
E123_4_806,,4.806,
E95_7_93,,,7.93
E120_7_69,,7.69,
E134_3_845,3.845,,
E139_7_69,,,7.69
E31_5_287,,5.287,
E79_6_168,6.168,,
E127_0_24,,0.24,
E31_7_369,,7.369,
E69_5_527,,5.527,
E17_2_483,,2.483,
E91_6_488,,6.488,
E52_3_685,,,3.685
E139_4_165,,,4.165
E21_6_328,6.328,,
E25_4_886,4.886,,
E96_0_721,0.721,,
E147_0_32,,,0.32
E62_0_24,,0.24,
E21_5_367,5.367,,
E63_7_129,,,7.129
E5_2_003,2.003,,
E109_1_682,,1.682,
E149_5_287,5.287,,
E56_0_561,,,0.561
E8_3_685,,3.685,
E22_6_568,,,6.568
E126_3_364,,3.364,
E2_3_044,3.044,,
E14_3_524,,,3.524
E66_2_083,,,2.083
E63_7_61,,,7.61
E24_3_765,3.765,,
E29_2_804,,,2.804
E35_5_287,,5.287,
E17_3_284,,3.284,
E70_1_282,1.282,,
E146_4_966,,4.966,
E5_6_648,6.648,,
E111_1_522,1.522,,
E99_3_765,,,3.765
E136_0_24,,,0.24
E84_1_842,,,1.842
E111_7_129,7.129,,
E83_3_845,,,3.845
E95_3_685,,,3.685
E4_7_85,,,7.85
E106_2_403,2.403,,
E84_4_966,,,4.966
E2_6_248,6.248,,
E124_6_328,6.328,,
E144_6_488,6.488,,
E24_0_24,0.24,,
E5_3_204,3.204,,
E102_4_005,,,4.005
E36_7_369,,7.369,
E131_2_483,,2.483,
E118_1_682,1.682,,
E8_4_646,,4.646,
E90_4_085,4.085,,
E2_1_442,1.442,,
E25_2_323,2.323,,
E69_4_005,,4.005,
E5_0_08,0.08,,
E91_3_124,,3.124,
E35_0_401,,0.401,
E37_3_444,3.444,,
E121_4_726,,,4.726
E107_3_685,,3.685,
E41_6_568,,6.568,
E2_1_922,1.922,,
E80_2_323,,2.323,
E25_7_85,7.85,,
E135_1_842,1.842,,
E131_4_165,,4.165,
E42_3_204,,,3.204
E59_0_0,,0.0,
E0_2_323,,2.323,
E52_3_605,,,3.605
E149_4_325,4.325,,
E75_0_401,0.401,,
E64_2_083,2.083,,
E17_5_447,,5.447,
E65_1_282,1.282,,
E60_1_762,,1.762,
E23_1_602,1.602,,
E126_3_605,,3.605,
E106_1_202,1.202,,
E23_5_126,5.126,,
E102_1_842,,,1.842
E126_2_723,,2.723,
E145_4_726,,,4.726
E101_0_801,,0.801,
E81_3_124,3.124,,
E132_2_243,2.243,,
E41_5_367,,5.367,
E143_5_046,,,5.046
E78_6_488,,,6.488
E142_4_726,,,4.726
E135_5_447,5.447,,
E20_6_889,,,6.889
E113_5_687,,,5.687
E60_3_204,,3.204,
E68_3_204,,,3.204
E78_7_209,,,7.209
E145_4_966,,,4.966
E23_0_801,0.801,,
E41_2_483,,2.483,
E145_1_602,,,1.602
E121_0_24,,,0.24
E123_0_0,,0.0,
E38_7_61,,7.61,
E92_2_483,,,2.483
E101_1_362,,1.362,
E46_2_483,,,2.483
E69_0_16,,0.16,
E82_2_804,2.804,,
E5_1_602,1.602,,
E89_4_486,4.486,,
E92_4_886,,,4.886
E63_6_168,,,6.168
E136_2_804,,,2.804
E127_0_08,,0.08,
E106_6_568,6.568,,
E83_0_481,,,0.481
E57_0_481,,0.481,
E107_7_69,,7.69,
E59_4_486,,4.486,
E17_1_522,,1.522,
E63_0_641,,,0.641
E101_3_364,,3.364,
E125_0_881,0.881,,
E120_2_243,,2.243,
E124_3_124,3.124,,
E24_2_804,2.804,,
E137_6_889,6.889,,
E149_6_728,6.728,,
E149_7_209,7.209,,
E13_5_126,,,5.126
E142_0_401,,,0.401
E95_4_325,,,4.325
E120_5_367,,5.367,
E11_3_204,,3.204,
E59_3_925,,3.925,
E115_0_401,,0.401,
E105_2_964,2.964,,
E121_5_847,,,5.847
E139_7_369,,,7.369
E128_5_367,,5.367,
E133_7_61,,7.61,
E13_0_32,,,0.32
E30_7_049,,7.049,
E132_1_762,1.762,,
E139_3_685,,,3.685
E6_6_088,,,6.088
E47_2_723,,,2.723
E29_0_0,,,0.0
E106_4_165,4.165,,
E14_4_486,,,4.486
E125_6_648,6.648,,
E35_4_486,,4.486,
E70_0_481,0.481,,
E57_0_801,,0.801,
E149_1_442,1.442,,
E105_7_77,7.77,,
E37_0_801,0.801,,
E101_3_524,,3.524,
E131_5_767,,5.767,
E81_7_129,7.129,,
E118_1_282,1.282,,
E63_3_605,,,3.605
E25_3_845,3.845,,
E58_2_403,,,2.403
E83_3_044,,,3.044
E36_2_003,,2.003,
E103_2_163,,2.163,
E123_3_524,,3.524,
E95_6_008,,,6.008
E63_6_328,,,6.328
E20_5_287,,,5.287
E119_4_165,,4.165,
E142_3_044,,,3.044
E52_0_721,,,0.721
E125_3_444,3.444,,
E46_0_481,,,0.481
E130_6_809,,6.809,
E15_7_449,,7.449,
E29_6_488,,,6.488
E120_6_168,,6.168,
E57_6_889,,6.889,
E20_1_602,,,1.602
E0_0_721,,0.721,
E147_1_922,,,1.922
E8_0_32,,0.32,
E79_4_245,4.245,,
E142_3_364,,,3.364
E38_5_207,,5.207,
E147_2_083,,,2.083
E98_3_124,,,3.124
E146_5_287,,5.287,
E101_1_762,,1.762,
E118_1_522,1.522,,
E31_2_964,,2.964,
E59_7_77,,7.77,
E90_4_886,4.886,,
E98_4_406,,,4.406
E146_6_408,,6.408,
E20_2_403,,,2.403
E113_5_126,,,5.126
E144_0_721,0.721,,
E59_7_369,,7.369,
E75_0_0,0.0,,
E36_2_483,,2.483,
E22_5_927,,,5.927
E46_3_284,,,3.284
E60_3_124,,3.124,
E127_1_202,,1.202,
E47_2_964,,,2.964
E34_6_648,6.648,,
E93_5_207,5.207,,
E89_0_481,0.481,,
E42_0_961,,,0.961
E42_7_129,,,7.129
E16_7_129,7.129,,
E80_3_044,,3.044,
E113_4_005,,,4.005
E121_1_442,,,1.442
E41_0_481,,0.481,
E42_4_245,,,4.245
E67_6_809,,6.809,
E38_6_328,,6.328,
E80_0_401,,0.401,
E47_1_442,,,1.442
E15_1_922,,1.922,
E80_2_083,,2.083,
E107_0_401,,0.401,
E58_3_044,,,3.044
E56_4_966,,,4.966
E80_3_925,,3.925,
E145_6_889,,,6.889
E86_1_442,1.442,,
E8_6_889,,6.889,
E124_7_289,7.289,,
E15_3_925,,3.925,
E42_4_406,,,4.406
E79_7_69,7.69,,
E75_4_245,4.245,,
E37_3_044,3.044,,
E81_2_964,2.964,,
E118_5_046,5.046,,
E22_3_845,,,3.845
E122_6_809,,,6.809
E34_4_406,4.406,,
E95_5_367,,,5.367
E102_6_408,,,6.408
E109_6_969,,6.969,
E130_4_486,,4.486,
E70_1_602,1.602,,
E122_5_207,,,5.207
E92_1_522,,,1.522
E23_7_209,7.209,,
E31_4_886,,4.886,
E147_4_165,,,4.165
E23_2_163,2.163,,
E7_7_049,7.049,,
E20_1_922,,,1.922
E80_3_444,,3.444,
E95_5_447,,,5.447
E135_1_041,1.041,,
E6_0_561,,,0.561
E16_6_809,6.809,,
E68_0_641,,,0.641
E30_3_284,,3.284,
E47_0_721,,,0.721
E144_2_964,2.964,,
E128_4_886,,4.886,
E106_3_044,3.044,,
E134_6_248,6.248,,
E134_6_809,6.809,,
E3_3_044,,3.044,
E128_0_16,,0.16,
E14_1_282,,,1.282
E126_3_284,,3.284,
E7_6_168,6.168,,
E89_4_806,4.806,,
E53_6_088,,6.088,
E142_5_367,,,5.367
E132_7_369,7.369,,
E109_4_005,,4.005,
E0_1_362,,1.362,
E14_0_0,,,0.0
E56_0_0,,,0.0
E62_1_282,,1.282,
E16_0_401,0.401,,
E64_3_925,3.925,,
E36_6_889,,6.889,
E69_0_08,,0.08,
E20_6_568,,,6.568
E102_3_845,,,3.845
E111_0_561,0.561,,
E22_0_961,,,0.961
E113_0_24,,,0.24
E130_1_121,,1.121,
E127_0_16,,0.16,
E140_6_809,,,6.809
E66_0_0,,,0.0
E140_3_364,,,3.364
E7_4_566,4.566,,
E125_1_362,1.362,,
E24_4_085,4.085,,
E93_7_049,7.049,,
E123_0_561,,0.561,
E111_2_804,2.804,,
E42_7_69,,,7.69
E8_6_809,,6.809,
E102_2_804,,,2.804
E25_1_522,1.522,,
E79_1_442,1.442,,
E40_7_61,7.61,,
E70_4_325,4.325,,
E107_6_728,,6.728,
E2_2_804,2.804,,
E47_5_607,,,5.607
E89_5_046,5.046,,
E59_2_964,,2.964,
E78_7_69,,,7.69
E92_4_245,,,4.245
E149_2_003,2.003,,
E135_6_408,6.408,,
E95_4_646,,,4.646
E70_1_762,1.762,,
E142_4_966,,,4.966
E13_6_889,,,6.889
E22_0_721,,,0.721
E57_0_16,,0.16,
E19_7_289,,7.289,
E22_3_685,,,3.685
E146_5_367,,5.367,
E42_4_966,,,4.966
E14_5_687,,,5.687
E81_4_726,4.726,,
E15_3_524,,3.524,
E122_3_524,,,3.524
E140_6_889,,,6.889
E34_5_847,5.847,,
E44_4_165,4.165,,
E31_3_444,,3.444,
E147_1_602,,,1.602
E81_0_16,0.16,,
E123_7_69,,7.69,
E139_6_408,,,6.408
E139_2_804,,,2.804
E121_6_328,,,6.328
E115_2_643,,2.643,
E11_2_403,,2.403,
E127_6_168,,6.168,
E122_3_124,,,3.124
E70_6_248,6.248,,
E3_4_406,,4.406,
E107_4_325,,4.325,
E58_4_245,,,4.245
E134_0_641,0.641,,
E22_3_204,,,3.204
E57_6_809,,6.809,
E96_6_008,6.008,,
E75_5_447,5.447,,
E16_3_524,3.524,,
E14_0_801,,,0.801
E92_5_287,,,5.287
E17_5_767,,5.767,
E60_0_561,,0.561,
E93_0_481,0.481,,
E38_4_726,,4.726,
E65_5_046,5.046,,
E131_1_202,,1.202,
E20_0_801,,,0.801
E99_6_488,,,6.488
