,PseudoTime0,PseudoTime1
E142_5_607,5.607,
E40_0_721,,0.721
E135_1_362,1.362,
E55_7_209,,7.209
E84_7_77,,7.77
E12_3_685,,3.685
E55_2_723,,2.723
E135_3_444,3.444,
E85_2_964,2.964,
E24_3_685,,3.685
E0_4_726,4.726,
E3_5_046,5.046,
E98_7_449,7.449,
E123_6_008,,6.008
E31_5_847,5.847,
E128_3_765,,3.765
E133_6_889,,6.889
E37_7_049,,7.049
E25_2_243,2.243,
E86_7_61,,7.61
E125_2_643,,2.643
E3_4_165,4.165,
E17_4_085,,4.085
E80_2_403,,2.403
E110_4_566,,4.566
E20_0_801,0.801,
E0_7_61,7.61,
E109_4_566,4.566,
E125_6_408,,6.408
E41_0_08,0.08,
E123_5_607,,5.607
E24_1_041,,1.041
E44_1_922,1.922,
E0_2_723,2.723,
E44_6_168,6.168,
E31_1_202,1.202,
E131_4_966,,4.966
E123_1_282,,1.282
E12_3_204,,3.204
E1_0_481,,0.481
E56_5_767,,5.767
E85_2_163,2.163,
E12_0_721,,0.721
E107_7_289,7.289,
E65_0_08,,0.08
E85_3_685,3.685,
E31_3_444,3.444,
E123_0_481,,0.481
E107_5_287,5.287,
E96_4_966,,4.966
E106_0_481,,0.481
E96_7_369,,7.369
E136_1_522,1.522,
E128_5_046,,5.046
E94_5_126,5.126,
E0_4_005,4.005,
E112_1_842,1.842,
E106_5_367,,5.367
E98_7_369,7.369,
E128_3_284,,3.284
E24_6_809,,6.809
E136_4_085,4.085,
E112_5_287,5.287,
E133_1_282,,1.282
E66_4_245,,4.245
E88_6_809,6.809,
E108_3_845,,3.845
E44_4_646,4.646,
E70_3_925,3.925,
E110_2_723,,2.723
E41_2_804,2.804,
E4_6_408,6.408,
E1_5_447,,5.447
E10_6_809,,6.809
E0_4_406,4.406,
E4_6_809,6.809,
E136_6_168,6.168,
E47_2_483,,2.483
E119_0_641,,0.641
E17_7_85,,7.85
E88_4_085,4.085,
E63_7_289,,7.289
E133_2_403,,2.403
E1_6_088,,6.088
E78_1_682,,1.682
E88_7_129,7.129,
E54_3_765,,3.765
E70_4_486,4.486,
E119_5_207,,5.207
E40_1_522,,1.522
E131_2_403,,2.403
E31_5_287,5.287,
E110_1_362,,1.362
E4_3_044,3.044,
E17_4_486,,4.486
E66_3_044,,3.044
E37_6_008,,6.008
E12_2_964,,2.964
E136_2_804,2.804,
E120_3_444,3.444,
E12_6_328,,6.328
E136_3_124,3.124,
E80_7_049,,7.049
E80_5_447,,5.447
E131_4_486,,4.486
E136_1_041,1.041,
E48_7_449,,7.449
E80_5_527,,5.527
E86_1_602,,1.602
E48_5_367,,5.367
E142_1_602,1.602,
E108_4_806,,4.806
E2_3_605,,3.605
E142_1_442,1.442,
E47_0_801,,0.801
E131_4_245,,4.245
E133_2_323,,2.323
E0_0_24,0.24,
E88_2_003,2.003,
E110_4_646,,4.646
E78_5_287,,5.287
E125_6_728,,6.728
E110_6_168,,6.168
E16_5_126,,5.126
E101_6_809,6.809,
E17_6_728,,6.728
E126_1_202,,1.202
E2_4_646,,4.646
E88_0_401,0.401,
E49_7_61,7.61,
E42_1_121,,1.121
E63_4_646,,4.646
E44_6_809,6.809,
E66_2_563,,2.563
E80_1_922,,1.922
E79_1_362,,1.362
E86_1_362,,1.362
E126_2_563,,2.563
E125_5_767,,5.767
E49_5_687,5.687,
E78_2_563,,2.563
E24_3_364,,3.364
E10_7_85,,7.85
E36_7_129,7.129,
E84_5_927,,5.927
E70_3_204,3.204,
E25_6_328,6.328,
E10_3_124,,3.124
E31_2_483,2.483,
E51_6_088,6.088,
E16_6_889,,6.889
E112_6_809,6.809,
E65_5_287,,5.287
E79_7_049,,7.049
E42_4_085,,4.085
E3_6_008,6.008,
E0_7_77,7.77,
E66_0_881,,0.881
E98_5_287,5.287,
E108_6_088,,6.088
E112_1_762,1.762,
E44_7_209,7.209,
E66_4_726,,4.726
E106_2_003,,2.003
E31_4_005,4.005,
E31_3_605,3.605,
E94_7_049,7.049,
E106_4_806,,4.806
E112_3_364,3.364,
E66_6_088,,6.088
E56_0_16,,0.16
E126_3_444,,3.444
E98_5_367,5.367,
E126_1_682,,1.682
E24_6_728,,6.728
E63_4_806,,4.806
E15_5_927,5.927,
E126_6_328,,6.328
E123_6_728,,6.728
E135_2_964,2.964,
E51_4_486,4.486,
E86_7_77,,7.77
E110_5_767,,5.767
E80_0_16,,0.16
E109_0_481,0.481,
E16_0_08,,0.08
E133_6_008,,6.008
E12_4_085,,4.085
E123_1_362,,1.362
E133_1_842,,1.842
E109_5_527,5.527,
E66_5_927,,5.927
E47_3_925,,3.925
E48_0_08,,0.08
E78_3_685,,3.685
E84_4_966,,4.966
E44_0_561,0.561,
E119_0_801,,0.801
E3_6_408,6.408,
E37_3_685,,3.685
E14_2_003,2.003,
E42_0_881,,0.881
E123_7_69,,7.69
E2_7_61,,7.61
E12_3_364,,3.364
E98_6_168,6.168,
E12_5_126,,5.126
E2_6_328,,6.328
E126_7_93,,7.93
E48_3_284,,3.284
E120_0_881,0.881,
E70_7_93,7.93,
E14_2_804,2.804,
E51_3_524,3.524,
E55_2_403,,2.403
E25_6_168,6.168,
E48_7_129,,7.129
E84_6_408,,6.408
E98_5_847,5.847,
E55_6_969,,6.969
E65_6_408,,6.408
E106_6_488,,6.488
E36_6_488,6.488,
E106_7_93,,7.93
E51_4_726,4.726,
E4_6_488,6.488,
E42_0_561,,0.561
E48_6_488,,6.488
E133_5_607,,5.607
E54_5_367,,5.367
E20_1_442,1.442,
E12_6_488,,6.488
E107_1_282,1.282,
E1_2_403,,2.403
E85_5_527,5.527,
E47_1_522,,1.522
E65_4_165,,4.165
E31_4_486,4.486,
E112_2_083,2.083,
E16_6_248,,6.248
E15_7_129,7.129,
E51_6_809,6.809,
E24_4_966,,4.966
E2_2_323,,2.323
E2_3_044,,3.044
E136_4_005,4.005,
E123_6_088,,6.088
E96_3_605,,3.605
E41_0_481,0.481,
E123_2_964,,2.964
E136_4_325,4.325,
E41_4_806,4.806,
E119_6_088,,6.088
E0_6_328,6.328,
E24_5_847,,5.847
E135_5_687,5.687,
E44_6_488,6.488,
E112_5_207,5.207,
E51_2_884,2.884,
E110_6_008,,6.008
E131_0_881,,0.881
E94_5_207,5.207,
E42_2_003,,2.003
E128_6_648,,6.648
E120_4_806,4.806,
E80_4_486,,4.486
E120_2_643,2.643,
E128_4_165,,4.165
E31_4_325,4.325,
E98_4_566,4.566,
E123_5_527,,5.527
E55_7_129,,7.129
E15_6_488,6.488,
E63_1_682,,1.682
E56_3_925,,3.925
E47_0_641,,0.641
E106_6_969,,6.969
E55_7_289,,7.289
E133_1_762,,1.762
E54_7_449,,7.449
E84_3_845,,3.845
E126_2_964,,2.964
E94_2_243,2.243,
E65_4_486,,4.486
E49_6_889,6.889,
E142_0_961,0.961,
E135_5_527,5.527,
E110_7_449,,7.449
E36_1_602,1.602,
E12_0_32,,0.32
E37_5_046,,5.046
E51_7_85,7.85,
E86_2_964,,2.964
E126_0_0,,0.0
E107_7_93,7.93,
E40_4_646,,4.646
E112_2_483,2.483,
E126_4_165,,4.165
E16_5_207,,5.207
E112_1_922,1.922,
E101_5_927,5.927,
E101_4_646,4.646,
E24_2_563,,2.563
E54_0_481,,0.481
E17_7_049,,7.049
E3_2_003,2.003,
E79_0_08,,0.08
E80_3_284,,3.284
E10_6_248,,6.248
E70_4_726,4.726,
E63_7_69,,7.69
E41_2_083,2.083,
E47_6_248,,6.248
E17_6_969,,6.969
E119_7_61,,7.61
E108_0_32,,0.32
E128_5_447,,5.447
E121_2_723,2.723,
E14_0_24,0.24,
E56_2_403,,2.403
E55_6_889,,6.889
E44_6_248,6.248,
E86_2_163,,2.163
E40_4_165,,4.165
E14_5_847,5.847,
E44_4_245,4.245,
E107_4_806,4.806,
E56_4_406,,4.406
E49_3_124,3.124,
E12_7_289,,7.289
E10_2_723,,2.723
E20_7_209,7.209,
E20_6_809,6.809,
E65_1_121,,1.121
E15_6_408,6.408,
E135_5_927,5.927,
E20_5_207,5.207,
E125_7_69,,7.69
E15_5_367,5.367,
E86_4_566,,4.566
E12_3_524,,3.524
E51_3_685,3.685,
E16_6_648,,6.648
E142_0_881,0.881,
E51_7_77,7.77,
E119_2_003,,2.003
E49_4_886,4.886,
E15_5_447,5.447,
E96_4_806,,4.806
E1_7_77,,7.77
E136_2_083,2.083,
E131_6_248,,6.248
E94_3_284,3.284,
E54_5_126,,5.126
E125_2_083,,2.083
E49_1_922,1.922,
E20_7_529,7.529,
E85_4_245,4.245,
E109_4_646,4.646,
E31_1_121,1.121,
E88_2_483,2.483,
E142_6_889,6.889,
E84_1_121,,1.121
E101_1_282,1.282,
E0_7_93,7.93,
E14_7_69,7.69,
E79_1_202,,1.202
E109_7_449,7.449,
E65_0_641,,0.641
E55_4_486,,4.486
E96_5_847,,5.847
E109_1_202,1.202,
E47_1_842,,1.842
E63_7_93,,7.93
E40_6_488,,6.488
E54_1_682,,1.682
E136_4_566,4.566,
E126_4_406,,4.406
E16_3_124,,3.124
E37_7_85,,7.85
E24_0_561,,0.561
E126_6_408,,6.408
E107_2_243,2.243,
E16_1_282,,1.282
E51_7_049,7.049,
E123_3_284,,3.284
E128_0_0,,0.0
E107_7_209,7.209,
E107_3_124,3.124,
E136_2_884,2.884,
E131_1_762,,1.762
E40_2_964,,2.964
E49_5_927,5.927,
E125_7_449,,7.449
E94_6_408,6.408,
E88_7_529,7.529,
E37_3_605,,3.605
E51_5_607,5.607,
E2_4_085,,4.085
E131_5_687,,5.687
E16_2_163,,2.163
E131_3_284,,3.284
E49_0_881,0.881,
E4_0_721,0.721,
E121_4_726,4.726,
E106_1_522,,1.522
E123_5_046,,5.046
E96_2_403,,2.403
E136_1_762,1.762,
E109_1_762,1.762,
E110_5_287,,5.287
E12_2_643,,2.643
E0_5_687,5.687,
E125_3_605,,3.605
E88_2_083,2.083,
E119_2_804,,2.804
E88_7_85,7.85,
E40_5_287,,5.287
E15_2_483,2.483,
E25_1_202,1.202,
E133_7_209,,7.209
E119_7_529,,7.529
E119_3_124,,3.124
E36_4_806,4.806,
E40_3_765,,3.765
E86_2_723,,2.723
E121_0_16,0.16,
E10_4_726,,4.726
E119_0_721,,0.721
E125_3_925,,3.925
E41_2_163,2.163,
E119_2_483,,2.483
E25_2_964,2.964,
E86_0_16,,0.16
E70_0_961,0.961,
E78_6_648,,6.648
E3_2_323,2.323,
E25_1_522,1.522,
E120_5_207,5.207,
E123_3_685,,3.685
E86_1_922,,1.922
E78_7_369,,7.369
E0_4_966,4.966,
E142_6_488,6.488,
E78_6_889,,6.889
E0_5_767,5.767,
E80_1_041,,1.041
E55_1_121,,1.121
E78_3_044,,3.044
E3_7_449,7.449,
E88_2_643,2.643,
E42_2_563,,2.563
E120_0_801,0.801,
E12_6_088,,6.088
E17_1_842,,1.842
E48_7_77,,7.77
E24_0_641,,0.641
E12_4_806,,4.806
E4_2_083,2.083,
E84_1_522,,1.522
E125_1_522,,1.522
E121_5_367,5.367,
E142_4_486,4.486,
E51_4_325,4.325,
E128_6_248,,6.248
E20_6_408,6.408,
E96_0_24,,0.24
E96_0_401,,0.401
E55_6_568,,6.568
E37_2_243,,2.243
E110_5_447,,5.447
E40_6_889,,6.889
E94_6_488,6.488,
E98_5_607,5.607,
E120_0_481,0.481,
E142_5_287,5.287,
E101_1_121,1.121,
E54_6_488,,6.488
E85_6_088,6.088,
E40_1_202,,1.202
E47_3_124,,3.124
E108_3_204,,3.204
E56_6_008,,6.008
E48_0_481,,0.481
E16_6_568,,6.568
E36_5_046,5.046,
E24_3_845,,3.845
E47_6_328,,6.328
E20_3_765,3.765,
E88_7_289,7.289,
E86_5_527,,5.527
E12_5_207,,5.207
E101_2_003,2.003,
E136_0_08,0.08,
E128_4_646,,4.646
E63_4_005,,4.005
E70_1_041,1.041,
E135_7_61,7.61,
E63_3_845,,3.845
E3_2_403,2.403,
E70_6_969,6.969,
E109_5_126,5.126,
E15_4_566,4.566,
E48_3_605,,3.605
E49_3_845,3.845,
E49_3_444,3.444,
E10_2_083,,2.083
E78_4_566,,4.566
E96_4_726,,4.726
E123_0_16,,0.16
E131_5_607,,5.607
E37_4_966,,4.966
E14_3_524,3.524,
E119_3_765,,3.765
E108_1_121,,1.121
E36_4_005,4.005,
E106_4_245,,4.245
E121_2_083,2.083,
E16_6_088,,6.088
E119_7_209,,7.209
E1_4_966,,4.966
E123_7_529,,7.529
E66_7_61,,7.61
E51_3_925,3.925,
E36_3_765,3.765,
E16_0_801,,0.801
E131_3_925,,3.925
E107_6_568,6.568,
E125_2_003,,2.003
E106_6_809,,6.809
E88_6_889,6.889,
E109_1_041,1.041,
E126_0_32,,0.32
E36_3_284,3.284,
E98_2_243,2.243,
E128_0_961,,0.961
E0_5_287,5.287,
E125_6_168,,6.168
E106_1_842,,1.842
E44_3_765,3.765,
E123_0_721,,0.721
E98_3_124,3.124,
E88_5_767,5.767,
E109_4_165,4.165,
E109_6_328,6.328,
E80_6_008,,6.008
E106_0_401,,0.401
E98_0_881,0.881,
E119_5_767,,5.767
E85_0_801,0.801,
