,PseudoTime0,PseudoTime1
E135_4_726,,4.726
E78_2_323,2.323,
E0_4_966,,4.966
E37_0_801,0.801,
E4_7_209,,7.209
E80_7_289,7.289,
E48_2_563,2.563,
E3_7_449,,7.449
E12_2_083,2.083,
E136_3_685,,3.685
E94_7_449,,7.449
E85_2_083,,2.083
E54_5_847,5.847,
E80_5_607,5.607,
E142_6_008,,6.008
E37_4_566,4.566,
E12_6_488,6.488,
E112_3_925,,3.925
E36_5_046,,5.046
E123_5_847,5.847,
E107_0_561,,0.561
E109_4_966,,4.966
E44_0_561,,0.561
E2_4_165,4.165,
E128_3_524,3.524,
E49_1_922,,1.922
E119_1_682,1.682,
E106_0_881,0.881,
E36_0_401,,0.401
E1_0_08,0.08,
E42_1_282,1.282,
E119_1_121,1.121,
E101_6_889,,6.889
E20_1_282,,1.282
E12_2_003,2.003,
E44_2_643,,2.643
E123_2_403,2.403,
E3_4_245,,4.245
E86_4_486,4.486,
E0_0_16,,0.16
E16_4_005,4.005,
E14_5_207,,5.207
E49_7_61,,7.61
E108_4_325,4.325,
E40_3_444,3.444,
E94_2_964,,2.964
E44_7_369,,7.369
E31_0_401,,0.401
E120_6_809,,6.809
E15_0_561,,0.561
E16_2_643,2.643,
E31_7_77,,7.77
E80_5_527,5.527,
E20_5_527,,5.527
E40_4_165,4.165,
E119_1_602,1.602,
E47_2_403,2.403,
E108_1_682,1.682,
E63_1_762,1.762,
E79_7_61,7.61,
E10_0_32,0.32,
E119_7_61,7.61,
E86_6_248,6.248,
E10_3_605,3.605,
E110_6_728,6.728,
E63_6_809,6.809,
E12_0_481,0.481,
E31_4_245,,4.245
E101_0_801,,0.801
E14_2_964,,2.964
E16_1_602,1.602,
E49_6_408,,6.408
E107_5_687,,5.687
E108_2_483,2.483,
E47_6_088,6.088,
E70_0_721,,0.721
E16_4_886,4.886,
E78_5_367,5.367,
E3_2_643,,2.643
E10_3_204,3.204,
E14_3_284,,3.284
E4_0_881,,0.881
E12_2_243,2.243,
E106_0_961,0.961,
E84_6_809,6.809,
E63_4_886,4.886,
E24_2_083,2.083,
E86_1_682,1.682,
E31_2_643,,2.643
E24_6_488,6.488,
E125_7_93,7.93,
E25_2_243,,2.243
E20_2_563,,2.563
E17_7_77,7.77,
E54_0_32,0.32,
E15_4_966,,4.966
E54_1_762,1.762,
E79_4_486,4.486,
E96_2_964,2.964,
E3_4_966,,4.966
E78_0_08,0.08,
E12_0_16,0.16,
E2_7_77,7.77,
E14_7_129,,7.129
E2_3_044,3.044,
E1_4_726,4.726,
E79_1_842,1.842,
E37_1_202,1.202,
E70_2_403,,2.403
E107_2_964,,2.964
E16_1_362,1.362,
E70_0_481,,0.481
E3_1_522,,1.522
E108_7_369,7.369,
E47_5_126,5.126,
E14_1_282,,1.282
E56_3_284,3.284,
E120_1_682,,1.682
E15_7_529,,7.529
E135_6_168,,6.168
E40_6_488,6.488,
E0_1_202,,1.202
E136_7_529,,7.529
E126_6_568,6.568,
E37_3_765,3.765,
E10_6_328,6.328,
E63_7_85,7.85,
E12_7_61,7.61,
E96_5_687,5.687,
E40_2_323,2.323,
E98_2_003,,2.003
E131_1_682,1.682,
E101_1_842,,1.842
E49_3_524,,3.524
E20_1_442,,1.442
E126_4_806,4.806,
E25_6_969,,6.969
E10_5_687,5.687,
E136_5_527,,5.527
E31_2_003,,2.003
E55_6_809,6.809,
E2_2_163,2.163,
E56_5_126,5.126,
E84_1_682,1.682,
E121_0_961,,0.961
E42_3_685,3.685,
E66_7_529,7.529,
E17_7_529,7.529,
E119_5_847,5.847,
E66_4_886,4.886,
E14_2_163,,2.163
E16_1_041,1.041,
E135_2_884,,2.884
E25_1_442,,1.442
E84_5_847,5.847,
E44_4_165,,4.165
E109_2_884,,2.884
E49_1_682,,1.682
E56_4_406,4.406,
E63_4_085,4.085,
E31_0_961,,0.961
E15_5_927,,5.927
E4_3_124,,3.124
E49_6_088,,6.088
E24_1_842,1.842,
E37_3_845,3.845,
E119_0_32,0.32,
E107_4_646,,4.646
E17_6_168,6.168,
E106_2_643,2.643,
E85_6_488,,6.488
E70_5_046,,5.046
E70_2_163,,2.163
E125_3_444,3.444,
E0_6_889,,6.889
E55_1_682,1.682,
E86_2_323,2.323,
E142_5_927,,5.927
E70_1_762,,1.762
E15_2_723,,2.723
E42_7_85,7.85,
E25_7_049,,7.049
E79_0_721,0.721,
E123_6_648,6.648,
E3_5_287,,5.287
E3_5_046,,5.046
E123_5_287,5.287,
E47_3_605,3.605,
