,PseudoTime0,PseudoTime1,PseudoTime2
E53_0_641,,0.641,
E92_3_204,3.204,,
E2_0_961,,,0.961
E32_2_884,,2.884,
E146_6_969,,6.969,
E95_0_0,0.0,,
E63_5_207,5.207,,
E138_4_726,,4.726,
E81_2_483,,,2.483
E46_1_121,1.121,,
E115_3_925,,3.925,
E25_2_003,,,2.003
E73_4_085,,4.085,
E16_4_566,,,4.566
E56_6_168,6.168,,
E106_2_483,,,2.483
E90_6_648,,,6.648
E107_0_641,,0.641,
E29_4_085,4.085,,
E79_1_202,,,1.202
E90_2_163,,,2.163
E37_0_961,,,0.961
E109_2_643,,2.643,
E134_2_083,,,2.083
E82_0_401,,,0.401
E139_4_886,4.886,,
E108_5_527,,5.527,
E81_5_367,,,5.367
E13_1_922,1.922,,
E40_5_607,,,5.607
E117_4_085,,4.085,
E53_5_527,,5.527,
E30_6_648,,6.648,
E19_3_444,,3.444,
E6_0_0,0.0,,
E21_1_362,,,1.362
E146_6_568,,6.568,
E60_0_0,,0.0,
E28_0_401,,0.401,
E39_5_046,,5.046,
E135_5_687,,,5.687
E79_2_003,,,2.003
E145_0_32,0.32,,
E47_5_847,5.847,,
E47_6_728,6.728,,
E2_0_881,,,0.881
E90_6_568,,,6.568
E24_6_969,,,6.969
E14_3_524,3.524,,
E135_3_925,,,3.925
E3_2_964,,2.964,
E125_4_886,,,4.886
E91_4_726,,4.726,
E86_7_369,,,7.369
E70_1_282,,,1.282
E24_5_126,,,5.126
E142_4_486,4.486,,
E13_2_003,2.003,,
E77_6_728,,,6.728
E50_3_925,,3.925,
E135_5_126,,,5.126
E84_5_527,5.527,,
E147_2_723,2.723,,
E96_2_003,,,2.003
E4_4_726,4.726,,
E43_5_767,,5.767,
E47_7_69,7.69,,
E60_7_209,,7.209,
E42_3_444,3.444,,
E27_5_847,,5.847,
E122_0_721,0.721,,
E74_1_682,,1.682,
E77_4_966,,,4.966
E145_1_762,1.762,,
E129_1_041,1.041,,
E109_6_328,,6.328,
E149_1_041,,,1.041
E110_6_088,,6.088,
E33_2_563,,2.563,
E146_6_248,,6.248,
E97_4_085,,4.085,
E37_3_605,,,3.605
E125_6_408,,,6.408
E112_0_801,,0.801,
E109_6_408,,6.408,
E75_7_529,,,7.529
E20_2_003,2.003,,
E60_2_723,,2.723,
E24_2_884,,,2.884
E14_6_809,6.809,,
E103_6_408,,6.408,
E12_1_922,,,1.922
E89_7_69,,,7.69
E98_1_282,1.282,,
E79_0_801,,,0.801
E19_3_765,,3.765,
E2_6_248,,,6.248
E58_4_005,4.005,,
E74_7_129,,7.129,
E46_7_289,7.289,,
E47_1_202,1.202,,
E149_4_245,,,4.245
E28_1_362,,1.362,
E6_2_884,2.884,,
E122_2_083,2.083,,
E89_2_243,,,2.243
E109_6_088,,6.088,
E70_3_044,,,3.044
E107_2_884,,2.884,
E34_7_529,,,7.529
E25_3_284,,,3.284
E24_2_723,,,2.723
E53_7_049,,7.049,
E47_3_444,3.444,,
E114_4_566,,,4.566
E12_2_804,,,2.804
E66_0_481,0.481,,
E128_1_762,,1.762,
E81_2_804,,,2.804
E87_7_61,,,7.61
E142_2_003,2.003,,
E140_5_527,5.527,,
E112_1_041,,1.041,
E114_4_806,,,4.806
E91_7_93,,7.93,
E111_7_69,,,7.69
E134_3_845,,,3.845
E139_7_69,7.69,,
E32_5_287,,5.287,
E77_6_168,,,6.168
E121_0_24,0.24,,
E32_7_369,,7.369,
E72_5_527,,,5.527
E20_2_483,2.483,,
E87_6_488,,,6.488
E47_3_685,3.685,,
E139_4_165,4.165,,
E24_6_328,,,6.328
E29_4_886,4.886,,
E92_0_721,0.721,,
E147_0_32,0.32,,
E60_0_24,,0.24,
E24_5_367,,,5.367
E61_7_129,,7.129,
E6_2_003,2.003,,
E103_1_682,,1.682,
E149_5_287,,,5.287
E52_0_561,0.561,,
E10_3_685,3.685,,
E25_6_568,,,6.568
E118_3_364,,,3.364
E3_3_044,,3.044,
E15_3_524,,3.524,
E66_2_083,2.083,,
E61_7_61,,7.61,
E28_3_765,,3.765,
E30_2_804,,2.804,
E34_5_287,,,5.287
E20_3_284,3.284,,
E73_1_282,,1.282,
E146_4_966,,4.966,
E6_6_648,6.648,,
E106_1_522,,,1.522
E95_3_765,3.765,,
E136_0_24,0.24,,
E82_1_842,,,1.842
E106_7_129,,,7.129
E81_3_845,,,3.845
E91_3_685,,3.685,
E5_7_85,,,7.85
E100_2_403,,2.403,
E82_4_966,,,4.966
E3_6_248,,6.248,
E115_6_328,,6.328,
E144_6_488,,,6.488
E28_0_24,,0.24,
E6_3_204,3.204,,
E97_4_005,,4.005,
E36_7_369,,7.369,
E129_2_483,2.483,,
E109_1_682,,1.682,
E10_4_646,4.646,,
E86_4_085,,,4.085
E3_1_442,,1.442,
E29_2_323,2.323,,
E72_4_005,,,4.005
E6_0_08,0.08,,
E87_3_124,,,3.124
E34_0_401,,,0.401
E37_3_444,,,3.444
E112_4_726,,4.726,
E102_3_685,3.685,,
E42_6_568,6.568,,
E3_1_922,,1.922,
E78_2_323,2.323,,
E29_7_85,7.85,,
E135_1_842,,,1.842
E129_4_165,4.165,,
E43_3_204,,3.204,
E56_0_0,0.0,,
E1_2_323,2.323,,
E47_3_605,3.605,,
E149_4_325,,,4.325
E74_0_401,,0.401,
E62_2_083,,2.083,
E20_5_447,5.447,,
E63_1_282,1.282,,
E58_1_762,1.762,,
E27_1_602,,1.602,
E118_3_605,,,3.605
E100_1_202,,1.202,
E27_5_126,,5.126,
E97_1_842,,1.842,
E118_2_723,,,2.723
E145_4_726,4.726,,
E96_0_801,,,0.801
E79_3_124,,,3.124
E130_2_243,,2.243,
E42_5_367,5.367,,
E143_5_046,5.046,,
E75_6_488,,,6.488
E142_4_726,4.726,,
E135_5_447,,,5.447
E22_6_889,6.889,,
E107_5_687,,5.687,
E58_3_204,3.204,,
E70_3_204,,,3.204
E75_7_209,,,7.209
E145_4_966,4.966,,
E27_0_801,,0.801,
E42_2_483,2.483,,
E145_1_602,1.602,,
E112_0_24,,0.24,
E114_0_0,,,0.0
E39_7_61,,7.61,
E89_2_483,,,2.483
E96_1_362,,,1.362
E45_2_483,,2.483,
E72_0_16,,,0.16
E80_2_804,,2.804,
E6_1_602,1.602,,
E84_4_486,4.486,,
E89_4_886,,,4.886
E61_6_168,,6.168,
E136_2_804,2.804,,
E121_0_08,0.08,,
E100_6_568,,6.568,
E81_0_481,,,0.481
E53_0_481,,0.481,
E102_7_69,7.69,,
E56_4_486,4.486,,
E20_1_522,1.522,,
E61_0_641,,0.641,
E96_3_364,,,3.364
E117_0_881,,0.881,
E111_2_243,,,2.243
E115_3_124,,3.124,
E28_2_804,,2.804,
E138_6_889,,6.889,
E149_6_728,,,6.728
E149_7_209,,,7.209
E14_5_126,5.126,,
E142_0_401,0.401,,
E91_4_325,,4.325,
E111_5_367,,,5.367
E13_3_204,3.204,,
E56_3_925,3.925,,
E108_0_401,,0.401,
E99_2_964,2.964,,
E112_5_847,,5.847,
E139_7_369,7.369,,
E122_5_367,5.367,,
E132_7_61,,,7.61
E14_0_32,0.32,,
E31_7_049,,7.049,
E130_1_762,,1.762,
E139_3_685,3.685,,
E7_6_088,,,6.088
E46_2_723,2.723,,
E30_0_0,,0.0,
E100_4_165,,4.165,
E15_4_486,,4.486,
E117_6_648,,6.648,
E34_4_486,,,4.486
E73_0_481,,0.481,
E53_0_801,,0.801,
E149_1_442,,,1.442
E99_7_77,7.77,,
E37_0_801,,,0.801
E96_3_524,,,3.524
E129_5_767,5.767,,
E79_7_129,,,7.129
E109_1_282,,1.282,
E61_3_605,,3.605,
E29_3_845,3.845,,
E54_2_403,,,2.403
E81_3_044,,,3.044
E36_2_003,,2.003,
E98_2_163,2.163,,
E114_3_524,,,3.524
E91_6_008,,6.008,
E61_6_328,,6.328,
E22_5_287,5.287,,
E110_4_165,,4.165,
E142_3_044,3.044,,
E47_0_721,0.721,,
E117_3_444,,3.444,
E45_0_481,,0.481,
E128_6_809,,6.809,
E16_7_449,,,7.449
E30_6_488,,6.488,
E111_6_168,,,6.168
E53_6_889,,6.889,
E22_1_602,1.602,,
E1_0_721,0.721,,
E147_1_922,1.922,,
E10_0_32,0.32,,
E77_4_245,,,4.245
E142_3_364,3.364,,
E39_5_207,,5.207,
E147_2_083,2.083,,
E93_3_124,,,3.124
E146_5_287,,5.287,
E96_1_762,,,1.762
E109_1_522,,1.522,
E32_2_964,,2.964,
E56_7_77,7.77,,
E86_4_886,,,4.886
E93_4_406,,,4.406
E146_6_408,,6.408,
E22_2_403,2.403,,
E107_5_126,,5.126,
E144_0_721,,,0.721
E56_7_369,7.369,,
E74_0_0,,0.0,
E36_2_483,,2.483,
E25_5_927,,,5.927
E45_3_284,,3.284,
E58_3_124,3.124,,
E121_1_202,1.202,,
E46_2_964,2.964,,
E33_6_648,,6.648,
E90_5_207,,,5.207
E84_0_481,0.481,,
E43_0_961,,0.961,
E43_7_129,,7.129,
E19_7_129,,7.129,
E78_3_044,3.044,,
E107_4_005,,4.005,
E112_1_442,,1.442,
E42_0_481,0.481,,
E43_4_245,,4.245,
E68_6_809,6.809,,
E39_6_328,,6.328,
E78_0_401,0.401,,
E46_1_442,1.442,,
E16_1_922,,,1.922
E78_2_083,2.083,,
E102_0_401,0.401,,
E54_3_044,,,3.044
E52_4_966,4.966,,
E78_3_925,3.925,,
E145_6_889,6.889,,
E83_1_442,1.442,,
E10_6_889,6.889,,
E115_7_289,,7.289,
E16_3_925,,,3.925
E43_4_406,,4.406,
E77_7_69,,,7.69
E74_4_245,,4.245,
E37_3_044,,,3.044
E79_2_964,,,2.964
E109_5_046,,5.046,
E25_3_845,,,3.845
E113_6_809,6.809,,
E33_4_406,,4.406,
E91_5_367,,5.367,
E97_6_408,,6.408,
E103_6_969,,6.969,
E128_4_486,,4.486,
E73_1_602,,1.602,
E113_5_207,5.207,,
E89_1_522,,,1.522
E27_7_209,,7.209,
E32_4_886,,4.886,
E147_4_165,4.165,,
E27_2_163,,2.163,
E9_7_049,,7.049,
E22_1_922,1.922,,
E78_3_444,3.444,,
E91_5_447,,5.447,
E135_1_041,,,1.041
E7_0_561,,,0.561
E19_6_809,,6.809,
E70_0_641,,,0.641
E31_3_284,,3.284,
E46_0_721,0.721,,
E144_2_964,,,2.964
E122_4_886,4.886,,
E100_3_044,,3.044,
E134_6_248,,,6.248
E134_6_809,,,6.809
E4_3_044,3.044,,
E122_0_16,0.16,,
E15_1_282,,1.282,
E118_3_284,,,3.284
E9_6_168,,6.168,
E84_4_806,4.806,,
E49_6_088,,,6.088
E142_5_367,5.367,,
E130_7_369,,7.369,
E103_4_005,,4.005,
E1_1_362,1.362,,
E15_0_0,,0.0,
E52_0_0,0.0,,
E60_1_282,,1.282,
E19_0_401,,0.401,
E62_3_925,,3.925,
E36_6_889,,6.889,
E72_0_08,,,0.08
E22_6_568,6.568,,
E97_3_845,,3.845,
E106_0_561,,,0.561
E25_0_961,,,0.961
E107_0_24,,0.24,
E128_1_121,,1.121,
E121_0_16,0.16,,
E140_6_809,6.809,,
E66_0_0,0.0,,
E140_3_364,3.364,,
E9_4_566,,4.566,
E117_1_362,,1.362,
E28_4_085,,4.085,
E90_7_049,,,7.049
E114_0_561,,,0.561
E106_2_804,,,2.804
E43_7_69,,7.69,
E10_6_809,6.809,,
E97_2_804,,2.804,
E29_1_522,1.522,,
E77_1_442,,,1.442
E40_7_61,,,7.61
E73_4_325,,4.325,
E102_6_728,6.728,,
E3_2_804,,2.804,
E46_5_607,5.607,,
E84_5_046,5.046,,
E56_2_964,2.964,,
E75_7_69,,,7.69
E89_4_245,,,4.245
E149_2_003,,,2.003
E135_6_408,,,6.408
E91_4_646,,4.646,
E73_1_762,,1.762,
E142_4_966,4.966,,
E14_6_889,6.889,,
E25_0_721,,,0.721
E53_0_16,,0.16,
E21_7_289,,,7.289
E25_3_685,,,3.685
E146_5_367,,5.367,
E43_4_966,,4.966,
E15_5_687,,5.687,
E79_4_726,,,4.726
E16_3_524,,,3.524
E113_3_524,3.524,,
E140_6_889,6.889,,
E33_5_847,,5.847,
E44_4_165,,,4.165
E32_3_444,,3.444,
E147_1_602,1.602,,
E79_0_16,,,0.16
E114_7_69,,,7.69
E139_6_408,6.408,,
E139_2_804,2.804,,
E112_6_328,,6.328,
E108_2_643,,2.643,
E13_2_403,2.403,,
E121_6_168,6.168,,
E113_3_124,3.124,,
E73_6_248,,6.248,
E4_4_406,4.406,,
E102_4_325,4.325,,
E54_4_245,,,4.245
E134_0_641,,,0.641
E25_3_204,,,3.204
E53_6_809,,6.809,
E92_6_008,6.008,,
E74_5_447,,5.447,
E19_3_524,,3.524,
E15_0_801,,0.801,
E89_5_287,,,5.287
E20_5_767,5.767,,
E58_0_561,0.561,,
E90_0_481,,,0.481
E39_4_726,,4.726,
E63_5_046,5.046,,
E129_1_202,1.202,,
E22_0_801,0.801,,
E95_6_488,6.488,,
E34_3_284,,,3.284
E62_4_486,,4.486,
E30_0_401,,0.401,
E108_7_529,,7.529,
E14_5_046,5.046,,
E83_7_449,7.449,,
E87_6_889,,,6.889
E130_4_486,,4.486,
E15_0_24,,0.24,
E100_7_369,,7.369,
E100_6_328,,6.328,
E50_2_323,,2.323,
E45_2_243,,2.243,
E89_4_165,,,4.165
E109_0_881,,0.881,
