,PseudoTime0,PseudoTime1,PseudoTime2
E76_2_723,2.723,,
E76_7_77,7.77,,
E140_3_845,,,3.845
E68_3_044,,,3.044
E68_3_524,,,3.524
E133_1_682,,1.682,
E44_5_046,5.046,,
E133_4_406,,4.406,
E148_6_648,,6.648,
E125_2_643,2.643,,
E74_5_527,,5.527,
E26_6_728,6.728,,
E79_0_881,0.881,,
E83_5_687,,,5.687
E96_1_202,1.202,,
E40_0_881,0.881,,
E92_7_61,,,7.61
E85_7_049,,7.049,
E80_1_282,,1.282,
E107_2_964,,2.964,
E64_7_209,7.209,,
E98_2_163,,,2.163
E77_4_406,4.406,,
E2_7_85,7.85,,
E130_7_529,,7.529,
E147_6_248,,,6.248
E124_4_646,4.646,,
E75_6_809,6.809,,
E34_2_563,2.563,,
E130_0_32,,0.32,
E128_3_765,,3.765,
E22_7_369,,,7.369
E37_6_168,6.168,,
E99_5_447,,,5.447
E121_3_284,,,3.284
E125_4_566,4.566,,
E118_4_245,4.245,,
E33_0_801,,0.801,
E102_5_607,,,5.607
E42_1_282,,,1.282
E134_2_643,2.643,,
E4_6_648,,,6.648
E75_5_287,5.287,,
E118_2_403,2.403,,
E80_6_969,,6.969,
E106_6_648,6.648,,
E11_4_165,,4.165,
E49_6_408,6.408,,
E12_3_685,3.685,,
E75_6_008,6.008,,
E37_6_728,6.728,,
E35_7_77,,7.77,
E21_1_682,1.682,,
E124_0_24,0.24,,
E139_5_607,,,5.607
E56_0_24,,,0.24
E62_5_767,,5.767,
E118_3_204,3.204,,
E74_4_806,,4.806,
E94_1_041,,1.041,
E29_6_248,,,6.248
E103_1_922,,1.922,
E145_6_969,,,6.969
E5_4_646,4.646,,
E17_3_765,,3.765,
E42_3_925,,,3.925
E18_5_527,5.527,,
E71_4_566,,4.566,
E9_3_204,,3.204,
E143_2_243,,,2.243
E89_7_369,7.369,,
E73_3_364,,3.364,
E16_5_687,5.687,,
E51_5_527,,5.527,
E71_2_003,,2.003,
E103_1_522,,1.522,
E4_6_728,,,6.728
E81_0_32,0.32,,
E113_0_08,,,0.08
E76_3_685,3.685,,
E75_4_486,4.486,,
E47_2_083,,,2.083
E18_3_124,3.124,,
E52_4_406,,,4.406
E28_5_207,,5.207,
E130_1_282,,1.282,
E49_1_842,1.842,,
E96_6_889,6.889,,
E87_4_886,4.886,,
E134_5_207,5.207,,
E147_2_723,,,2.723
E15_0_08,,0.08,
E13_0_801,,,0.801
E145_1_762,,,1.762
E65_0_801,0.801,,
E37_6_488,6.488,,
E33_3_685,,3.685,
E117_7_049,,7.049,
E115_4_806,,4.806,
E56_4_966,,,4.966
E100_6_008,,6.008,
E81_0_961,0.961,,
E26_6_328,6.328,,
E22_4_566,,,4.566
E75_2_483,2.483,,
E11_2_003,,2.003,
E37_5_607,5.607,,
E94_7_77,,7.77,
E95_1_202,,,1.202
E54_4_726,4.726,,
E85_4_325,,4.325,
E147_7_289,,,7.289
E10_6_648,,,6.648
E56_1_842,,,1.842
E143_7_369,,,7.369
E75_3_765,3.765,,
E46_7_369,,,7.369
E16_0_721,0.721,,
E54_1_842,1.842,,
E81_2_243,2.243,,
E94_4_966,,4.966,
E88_2_643,2.643,,
E31_4_245,,4.245,
E106_7_129,7.129,,
E13_7_049,,,7.049
E75_4_085,4.085,,
E115_5_767,,5.767,
E130_4_406,,4.406,
E83_3_284,,,3.284
E95_1_602,,,1.602
E51_7_209,,7.209,
E1_2_483,,,2.483
E79_6_088,6.088,,
E134_2_964,2.964,,
E88_4_966,4.966,,
E92_3_444,,,3.444
E12_0_24,0.24,,
E117_7_529,,7.529,
E93_3_605,3.605,,
E113_4_486,,,4.486
E126_6_969,,6.969,
E83_6_328,,,6.328
E16_7_77,7.77,,
E111_3_364,3.364,,
E85_4_165,,4.165,
E0_3_044,,3.044,
E95_0_0,,,0.0
E52_2_563,,,2.563
E3_4_566,,4.566,
E46_2_243,,,2.243
E28_2_563,,2.563,
E140_4_005,,,4.005
E12_2_964,2.964,,
E143_7_93,,,7.93
E125_7_69,7.69,,
E14_1_762,,,1.762
E142_2_884,,,2.884
E76_0_24,0.24,,
E101_4_085,,4.085,
E80_2_003,,2.003,
E110_4_165,,4.165,
E45_1_762,,1.762,
E123_5_687,,5.687,
E84_4_966,,,4.966
E95_3_925,,,3.925
E71_3_124,,3.124,
E117_0_721,,0.721,
E104_2_964,,2.964,
E35_0_32,,0.32,
E103_6_008,,6.008,
E68_1_762,,,1.762
E49_4_085,4.085,,
E47_3_284,,,3.284
E129_4_325,,,4.325
E110_5_126,,5.126,
E144_6_889,6.889,,
E103_6_809,,6.809,
E18_4_966,4.966,,
E140_0_481,,,0.481
E89_2_083,2.083,,
E80_7_93,,7.93,
E80_7_209,,7.209,
E14_6_248,,,6.248
E54_1_762,1.762,,
E45_0_32,,0.32,
E15_6_168,,6.168,
E65_7_61,7.61,,
E125_3_765,3.765,,
E124_2_723,2.723,,
E76_5_287,5.287,,
E102_3_124,,,3.124
E2_0_881,0.881,,
E56_0_16,,,0.16
E44_3_124,3.124,,
E144_6_969,6.969,,
E104_4_325,,4.325,
E51_2_884,,2.884,
E39_2_003,,2.003,
E49_2_643,2.643,,
E83_6_809,,,6.809
E9_5_847,,5.847,
E14_7_69,,,7.69
