,PseudoTime0,PseudoTime1,PseudoTime2
E83_1_442,1.442,,
E44_7_049,,,7.049
E13_0_721,0.721,,
E111_5_767,,,5.767
E140_5_367,5.367,,
E140_0_481,0.481,,
E20_7_289,7.289,,
E12_2_884,,,2.884
E81_0_16,,,0.16
E115_4_085,,4.085,
E63_2_643,2.643,,
E144_7_77,,,7.77
E21_4_566,,,4.566
E73_3_284,,3.284,
E143_5_927,5.927,,
E61_1_121,,1.121,
E118_5_527,,,5.527
E79_2_003,,,2.003
E80_3_044,,3.044,
E91_4_726,,4.726,
E60_6_889,,6.889,
E56_5_367,5.367,,
E117_0_24,,0.24,
E1_0_881,0.881,,
E114_0_641,,,0.641
E142_2_723,2.723,,
E49_0_32,,,0.32
E93_1_041,,,1.041
E115_2_804,,2.804,
E56_4_486,4.486,,
E40_1_922,,,1.922
E91_5_367,,5.367,
E134_0_961,,,0.961
E87_3_605,,,3.605
E108_5_126,,5.126,
E138_4_646,,4.646,
E81_0_961,,,0.961
E16_1_121,,,1.121
E30_5_687,,5.687,
E32_6_008,,6.008,
E74_5_607,,5.607,
E9_7_369,,7.369,
E97_6_488,,6.488,
E90_2_403,,,2.403
E72_7_129,,,7.129
E107_6_008,,6.008,
E61_5_367,,5.367,
E144_6_889,,,6.889
E89_5_607,,,5.607
E37_4_726,,,4.726
E109_6_488,,6.488,
E52_1_442,1.442,,
E39_2_804,,2.804,
E114_3_284,,,3.284
E52_7_209,7.209,,
E31_0_32,,0.32,
E9_1_282,,1.282,
E145_2_003,2.003,,
E10_4_005,4.005,,
E62_4_486,,4.486,
E135_0_721,,,0.721
E37_2_723,,,2.723
E136_6_168,6.168,,
E34_7_289,,,7.289
E32_3_685,,3.685,
E54_0_881,,,0.881
E14_3_845,3.845,,
E143_1_282,1.282,,
E121_7_529,7.529,,
E135_5_367,,,5.367
E98_5_447,5.447,,
E28_2_323,,2.323,
E54_3_524,,,3.524
E144_0_641,,,0.641
E68_2_243,2.243,,
E79_2_643,,,2.643
E7_0_08,,,0.08
E20_3_044,3.044,,
E147_4_085,4.085,,
E20_3_364,3.364,,
E19_4_406,,4.406,
E93_3_605,,,3.605
E86_5_607,,,5.607
E110_3_605,,3.605,
E3_6_008,,6.008,
E92_0_16,0.16,,
E103_3_044,,3.044,
E66_0_481,0.481,,
E7_5_287,,,5.287
E118_3_925,,,3.925
E50_6_168,,6.168,
E77_5_367,,,5.367
E99_7_129,7.129,,
E19_6_568,,6.568,
E50_3_925,,3.925,
E13_5_287,5.287,,
E114_7_049,,,7.049
E128_0_641,,0.641,
E52_0_961,0.961,,
E107_0_16,,0.16,
E149_1_762,,,1.762
E30_1_121,,1.121,
E10_1_762,1.762,,
E24_4_966,,,4.966
E118_5_607,,,5.607
E12_4_486,,,4.486
E139_6_088,6.088,,
E86_3_124,,,3.124
E60_3_364,,3.364,
E139_4_406,4.406,,
E143_7_049,7.049,,
E20_7_529,7.529,,
E68_7_449,7.449,,
E56_4_646,4.646,,
E128_2_083,,2.083,
E102_1_362,1.362,,
E16_3_524,,,3.524
E22_5_767,5.767,,
E34_4_886,,,4.886
E45_3_124,,3.124,
E92_4_245,4.245,,
E113_1_922,1.922,,
E2_0_641,,,0.641
E118_7_61,,,7.61
E68_7_209,7.209,,
E81_4_966,,,4.966
E3_0_401,,0.401,
E82_4_245,,,4.245
E62_3_685,,3.685,
E128_2_964,,2.964,
E83_7_049,7.049,,
E84_1_202,1.202,,
E16_5_927,,,5.927
E54_2_403,,,2.403
E39_3_765,,3.765,
E84_2_403,2.403,,
E24_5_367,,,5.367
E92_3_524,3.524,,
E27_6_408,,6.408,
E93_2_083,,,2.083
E53_0_32,,0.32,
E132_3_524,,,3.524
E50_2_643,,2.643,
E138_7_77,,7.77,
E6_6_488,6.488,,
E72_3_925,,,3.925
E58_3_044,3.044,,
E37_7_289,,,7.289
E53_7_289,,7.289,
E4_5_367,5.367,,
E6_3_364,3.364,,
E5_3_044,,,3.044
E2_6_408,,,6.408
E79_2_804,,,2.804
E146_1_602,,1.602,
E2_6_648,,,6.648
E112_4_726,,4.726,
E25_3_685,,,3.685
E21_5_847,,,5.847
E53_2_403,,2.403,
E63_0_24,0.24,,
E68_1_522,1.522,,
E110_5_287,,5.287,
E95_4_325,4.325,,
E42_7_85,7.85,,
E113_3_685,3.685,,
E100_2_163,,2.163,
E121_6_408,6.408,,
E147_6_809,6.809,,
E109_5_687,,5.687,
E149_1_041,,,1.041
E146_3_284,,3.284,
E77_1_682,,,1.682
E113_7_61,7.61,,
E73_0_0,,0.0,
E54_6_969,,,6.969
E37_5_367,,,5.367
E45_0_801,,0.801,
E12_2_403,,,2.403
E21_7_77,,,7.77
E75_2_483,,,2.483
E61_6_889,,6.889,
E78_6_328,6.328,,
E114_2_243,,,2.243
E30_0_0,,0.0,
E53_0_961,,0.961,
E108_4_646,,4.646,
E112_3_925,,3.925,
E142_7_209,7.209,,
E80_5_687,,5.687,
E142_6_408,6.408,,
E66_2_884,2.884,,
E66_2_563,2.563,,
E12_4_245,,,4.245
E89_5_527,,,5.527
E117_7_129,,7.129,
E56_2_804,2.804,,
E90_3_685,,,3.685
E81_6_488,,,6.488
E54_1_682,,,1.682
E44_5_767,,,5.767
E70_2_884,,,2.884
E25_7_049,,,7.049
E86_3_044,,,3.044
E95_6_248,6.248,,
E109_7_049,,7.049,
E130_5_767,,5.767,
E97_1_282,,1.282,
E87_6_809,,,6.809
E78_0_0,0.0,,
E117_6_408,,6.408,
E49_1_922,,,1.922
E5_5_367,,,5.367
E42_4_646,4.646,,
E103_4_325,,4.325,
E145_0_401,0.401,,
E129_7_93,7.93,,
E20_5_367,5.367,,
E27_3_845,,3.845,
E40_1_602,,,1.602
E146_0_881,,0.881,
E115_5_607,,5.607,
E60_6_809,,6.809,
E86_7_85,,,7.85
E77_5_126,,,5.126
E80_0_641,,0.641,
E22_2_003,2.003,,
E36_0_721,,0.721,
E112_0_801,,0.801,
E81_0_24,,,0.24
E63_1_922,1.922,,
E36_7_61,,7.61,
E32_6_488,,6.488,
E99_3_444,3.444,,
E24_7_529,,,7.529
E75_4_726,,,4.726
E44_7_129,,,7.129
E60_0_16,,0.16,
E49_4_806,,,4.806
E5_7_449,,,7.449
E79_4_806,,,4.806
E12_2_243,,,2.243
E149_6_728,,,6.728
E130_4_566,,4.566,
E118_0_881,,,0.881
E134_1_682,,,1.682
E66_4_245,4.245,,
E4_6_168,6.168,,
E112_6_648,,6.648,
E117_3_284,,3.284,
E73_2_563,,2.563,
E86_7_049,,,7.049
E72_4_966,,,4.966
E33_2_884,,2.884,
E27_2_403,,2.403,
E125_2_964,,,2.964
E78_5_607,5.607,,
E128_5_367,,5.367,
E43_3_765,,3.765,
E47_7_289,7.289,,
E74_6_969,,6.969,
E9_0_801,,0.801,
E13_4_165,4.165,,
