,Time
E109_12_759,12.759
E27_9_757,9.757
E21_6_905,6.905
E69_3_152,3.1519999999999997
E128_13_959,13.959000000000001
E71_3_452,3.452
E40_5_854,5.854
E81_2_702,2.702
E64_9_606,9.606
E57_3_452,3.452
E84_4_653,4.6530000000000005
E15_7_955,7.955
E16_11_107,11.107000000000001
E143_1_201,1.2009999999999998
E71_5_854,5.854
E117_3_602,3.602
E55_0_6,0.6
E85_14_56,14.56
E103_6_604,6.604
E79_7_355,7.355
E139_1_351,1.351
E80_7_205,7.205
E97_0_751,0.7509999999999999
E40_13_359,13.359000000000002
E83_9_907,9.907
E142_8_706,8.706
E109_3_302,3.302
E120_0_15,0.15
E88_6_755,6.755
E80_0_15,0.15
E88_0_45,0.45
E22_0_6,0.6
E50_6_154,6.154
E3_9_156,9.156
E21_5_404,5.404
E8_13_809,13.809000000000001
E1_5_404,5.404
E114_6_154,6.154
E118_6_755,6.755
E67_3_753,3.753
E11_11_408,11.408
E75_12_909,12.909
E45_7_805,7.805
E54_2_252,2.252
E54_4_953,4.953
E16_12_759,12.759
E123_1_651,1.651
E10_11_408,11.408
E60_7_655,7.655
E83_5_704,5.704
E59_10_657,10.657
E107_14_86,14.86
E107_7_205,7.205
E86_3_753,3.753
E18_6_004,6.004
E32_6_454,6.454
E107_8_706,8.706
E116_10_807,10.807
E96_7_055,7.055
E114_1_351,1.351
E83_1_201,1.2009999999999998
E69_0_901,0.9009999999999999
E0_12_759,12.759
E12_7_655,7.655
E7_5_554,5.553999999999999
E65_11_558,11.558
E29_8_706,8.706
E126_14_41,14.41
E68_3_602,3.602
E9_5_854,5.854
E62_7_055,7.055
E77_4_353,4.353
E55_4_953,4.953
E44_8_556,8.556000000000001
E85_10_507,10.507
E36_6_604,6.604
E93_13_959,13.959000000000001
E89_7_055,7.055
E95_5_254,5.254
E10_3_002,3.002
E118_11_107,11.107000000000001
E94_0_751,0.7509999999999999
E79_1_201,1.2009999999999998
E68_13_659,13.659
E110_4_353,4.353
E61_7_205,7.205
E70_13_959,13.959000000000001
E146_2_402,2.4019999999999997
E54_8_105,8.105
E1_11_258,11.258
E145_12_158,12.158
E37_1_801,1.801
E117_2_702,2.702
E0_3_452,3.452
E48_14_109,14.109000000000002
E80_5_254,5.254
E141_0_901,0.9009999999999999
E148_3_903,3.903
E62_8_105,8.105
E9_11_708,11.708
E145_6_304,6.303999999999999
E119_14_41,14.41
E133_14_109,14.109000000000002
E131_4_353,4.353
E110_11_708,11.708
E74_4_803,4.803
E21_2_552,2.552
E22_3_753,3.753
E99_2_852,2.852
E95_3_152,3.1519999999999997
E142_1_051,1.051
E19_10_957,10.957
E13_13_509,13.509
E70_11_258,11.258
E51_13_959,13.959000000000001
E37_10_807,10.807
E40_8_406,8.406
E68_0_15,0.15
E41_13_809,13.809000000000001
E132_0_751,0.7509999999999999
E119_10_507,10.507
E84_8_105,8.105
E81_8_706,8.706
E25_13_809,13.809000000000001
E126_10_507,10.507
E13_7_205,7.205
E47_2_101,2.101
E11_8_256,8.256
E18_8_706,8.706
E22_9_006,9.006
E65_8_406,8.406
E59_12_458,12.458
E95_8_256,8.256
E128_5_704,5.704
E12_11_107,11.107000000000001
E127_12_308,12.308
E39_8_706,8.706
E12_7_355,7.355
E149_14_56,14.56
E64_6_154,6.154
E75_0_0,0.0
E66_7_505,7.505
E23_11_258,11.258
E149_13_509,13.509
E69_13_809,13.809000000000001
E11_12_759,12.759
E31_10_507,10.507
E91_5_704,5.704
E117_0_15,0.15
E0_0_751,0.7509999999999999
E98_4_503,4.503
E148_14_41,14.41
E106_5_854,5.854
E144_3_002,3.002
E32_11_858,11.857999999999999
E41_13_059,13.059000000000001
E102_5_103,5.103
E66_7_355,7.355
E60_13_209,13.209000000000001
E138_11_258,11.258
E45_5_254,5.254
E45_10_507,10.507
E94_7_205,7.205
E122_3_302,3.302
E69_2_252,2.252
E10_6_304,6.303999999999999
E132_9_757,9.757
E109_4_953,4.953
E41_4_953,4.953
E40_3_452,3.452
E107_13_809,13.809000000000001
E39_13_959,13.959000000000001
E55_7_055,7.055
E79_13_509,13.509
E50_10_057,10.057
E38_2_552,2.552
E95_0_901,0.9009999999999999
E30_11_107,11.107000000000001
E18_13_059,13.059000000000001
E92_5_554,5.553999999999999
E69_7_055,7.055
E146_7_955,7.955
E64_12_308,12.308
E103_14_109,14.109000000000002
E101_0_45,0.45
E8_12_458,12.458
E81_6_755,6.755
E97_14_71,14.71
E133_6_154,6.154
E72_4_953,4.953
E108_6_454,6.454
E57_13_959,13.959000000000001
E104_11_858,11.857999999999999
E110_2_252,2.252
E62_5_704,5.704
E102_9_306,9.306000000000001
E76_14_56,14.56
E5_11_708,11.708
E45_3_152,3.1519999999999997
E58_10_507,10.507
E94_8_556,8.556000000000001
E107_0_751,0.7509999999999999
E126_6_905,6.905
E59_11_558,11.558
E25_7_355,7.355
E45_8_406,8.406
E53_4_953,4.953
E142_2_101,2.101
E146_3_903,3.903
E58_14_26,14.26
E14_1_051,1.051
E57_2_101,2.101
E9_13_959,13.959000000000001
E82_11_558,11.558
E142_7_355,7.355
E60_4_953,4.953
E30_0_0,0.0
E131_0_45,0.45
E14_11_258,11.258
E46_10_957,10.957
E37_13_959,13.959000000000001
E24_2_702,2.702
E111_9_156,9.156
E63_13_959,13.959000000000001
E50_14_26,14.26
E128_4_953,4.953
E73_1_801,1.801
E39_8_856,8.856
E133_2_101,2.101
E116_8_406,8.406
E67_3_602,3.602
E138_13_959,13.959000000000001
E109_2_552,2.552
E116_9_156,9.156
E146_11_708,11.708
E87_2_101,2.101
E4_2_252,2.252
E148_12_759,12.759
E87_7_355,7.355
E133_4_803,4.803
E116_5_854,5.854
E125_5_554,5.553999999999999
E109_14_41,14.41
E113_12_909,12.909
E124_10_807,10.807
E80_12_158,12.158
E60_11_558,11.558
E92_0_751,0.7509999999999999
E94_8_856,8.856
E39_11_107,11.107000000000001
E100_2_852,2.852
E8_11_858,11.857999999999999
E55_5_704,5.704
E119_1_201,1.2009999999999998
E54_6_604,6.604
E78_1_651,1.651
E121_5_854,5.854
E89_10_207,10.207
E22_2_402,2.4019999999999997
E21_3_903,3.903
E33_14_71,14.71
E56_3_903,3.903
E86_12_308,12.308
E123_6_604,6.604
E106_3_302,3.302
E125_10_657,10.657
E21_8_856,8.856
E142_7_805,7.805
E126_2_852,2.852
E130_13_659,13.659
E82_6_755,6.755
E127_13_659,13.659
E121_13_959,13.959000000000001
E4_11_708,11.708
E38_4_053,4.053
E94_6_304,6.303999999999999
E117_7_955,7.955
E51_0_0,0.0
E4_12_458,12.458
E137_13_509,13.509
E16_9_006,9.006
E113_0_901,0.9009999999999999
E105_3_602,3.602
E85_12_308,12.308
E104_8_256,8.256
E98_6_454,6.454
E22_0_15,0.15
E83_2_402,2.4019999999999997
E34_0_6,0.6
E133_0_3,0.3
E71_0_3,0.3
E54_13_659,13.659
E64_9_006,9.006
E8_9_907,9.907
E142_14_109,14.109000000000002
E23_3_152,3.1519999999999997
E109_11_558,11.558
E23_10_507,10.507
E58_14_41,14.41
E82_1_501,1.501
E57_6_454,6.454
E94_12_608,12.607999999999999
E25_12_608,12.607999999999999
E110_8_856,8.856
E32_6_755,6.755
E131_9_757,9.757
E52_7_505,7.505
E141_9_156,9.156
E110_1_351,1.351
E140_3_753,3.753
E114_3_152,3.1519999999999997
E147_14_86,14.86
E77_14_109,14.109000000000002
E132_0_15,0.15
E64_0_45,0.45
E139_7_355,7.355
E30_8_856,8.856
E4_7_955,7.955
E137_1_651,1.651
E101_8_256,8.256
E141_6_154,6.154
E6_8_856,8.856
E39_1_501,1.501
E147_1_651,1.651
E147_3_002,3.002
E44_8_706,8.706
E81_12_458,12.458
E31_8_406,8.406
E55_9_156,9.156
E8_10_657,10.657
E16_0_751,0.7509999999999999
E132_1_351,1.351
E86_2_852,2.852
E81_9_757,9.757
E54_14_86,14.86
E101_5_704,5.704
E111_5_854,5.854
E37_3_452,3.452
E15_13_809,13.809000000000001
E88_4_953,4.953
E43_14_86,14.86
E102_2_402,2.4019999999999997
E53_1_351,1.351
E80_1_051,1.051
E149_0_3,0.3
E11_9_006,9.006
E38_11_258,11.258
E22_7_205,7.205
E48_0_3,0.3
E116_3_452,3.452
E124_7_655,7.655
E70_13_059,13.059000000000001
E131_5_404,5.404
E77_3_452,3.452
E58_4_353,4.353
E108_7_505,7.505
E118_12_308,12.308
E119_12_759,12.759
E115_14_71,14.71
E142_3_302,3.302
E12_1_651,1.651
E145_13_959,13.959000000000001
E128_11_708,11.708
E136_13_959,13.959000000000001
E100_3_753,3.753
E81_9_456,9.456
E126_7_805,7.805
E55_1_651,1.651
E41_11_858,11.857999999999999
E90_8_256,8.256
E43_1_201,1.2009999999999998
E126_4_803,4.803
E18_2_402,2.4019999999999997
E79_2_852,2.852
E149_5_854,5.854
E9_6_755,6.755
E52_13_809,13.809000000000001
E33_10_357,10.357000000000001
E67_13_059,13.059000000000001
E62_11_107,11.107000000000001
E126_0_901,0.9009999999999999
E27_8_256,8.256
E69_12_458,12.458
E35_4_953,4.953
E137_11_258,11.258
E22_13_959,13.959000000000001
E137_3_452,3.452
E44_4_503,4.503
E98_7_355,7.355
E134_7_355,7.355
E95_2_101,2.101
E104_10_957,10.957
E59_14_41,14.41
