PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E96_6_969,46.5400431305622,NA,NA,NA
E144_1_121,NA,35.5744272422578,NA,NA
E13_6_488,75.3241790122383,NA,NA,NA
E21_4_325,44.105844380696,NA,NA,NA
E11_7_449,NA,39.0832150556275,NA,NA
E50_3_524,NA,49.2831508397186,NA,NA
E14_0_561,3.74527391037952,3.16002798189356,18.1271526575622,27.1636528546775
E102_1_442,NA,NA,NA,43.2656197059619
E27_5_847,NA,50.8930012677048,NA,NA
E124_1_282,20.2248610134138,NA,NA,NA
E93_4_886,45.5959320639857,NA,NA,NA
E105_2_323,NA,56.0598379965581,NA,NA
E81_4_966,50.0680606541046,NA,NA,NA
E46_4_325,NA,100.93584753173,NA,NA
E138_4_646,NA,74.9170126806497,NA,NA
E123_4_085,NA,101.368358695027,NA,NA
E37_3_925,NA,105.102817415856,NA,NA
E138_2_804,NA,58.7446360710991,NA,NA
E96_6_648,56.042546677482,NA,NA,NA
E99_1_762,NA,79.1084955112853,NA,NA
E146_2_323,45.1423251702429,NA,NA,NA
E91_6_648,NA,55.3351168880936,NA,NA
E89_4_005,NA,69.5770175810351,NA,NA
E75_5_367,NA,64.4829270123446,NA,NA
E104_2_723,NA,80.7633350331541,NA,NA
E62_6_168,NA,NA,59.9535196081372,NA
E35_2_483,NA,NA,38.6844854951761,NA
E60_2_884,NA,88.9301399055515,NA,NA
E27_4_486,NA,92.1898026409349,NA,NA
E10_6_008,NA,57.5890543633025,NA,NA
E4_1_121,NA,99.9642556923856,NA,NA
E115_7_289,46.6674936410039,NA,NA,NA
E41_7_289,NA,NA,NA,59.3823744454606
E62_2_083,NA,NA,62.2748962441098,NA
E28_2_804,NA,76.7733003766069,NA,NA
E130_2_643,44.8335398321507,NA,NA,NA
E119_0_641,NA,9.50426591631806,21.9042184033005,24.7685005065944
E121_4_886,NA,NA,NA,54.5441109515734
E48_1_041,NA,31.2163274154789,NA,NA
E114_6_248,52.8560183745079,NA,NA,NA
E24_5_367,NA,105.849785386425,NA,NA
E18_0_401,21.7513790468163,NA,NA,NA
E68_7_85,NA,NA,NA,55.203753857332
E120_1_922,NA,102.220367820205,NA,NA
E13_4_886,80.5610511549828,NA,NA,NA
E81_3_124,83.2702558253988,NA,NA,NA
E45_1_282,NA,NA,25.5334382747729,24.9114433946539
E62_3_044,NA,NA,62.2748962441098,NA
E45_4_566,NA,NA,54.579121366613,NA
E84_0_16,4.67054824502142,5.44711721925807,5.29334735430945,4.9818742943207
E27_3_845,NA,100.139279337201,NA,NA
E50_6_168,NA,50.8211952570533,NA,NA
E47_7_289,NA,103.37103619365,NA,NA
E98_1_842,NA,96.1586684598257,NA,NA
E114_2_163,70.6662795326862,NA,NA,NA
E50_5_367,NA,70.2717608934091,NA,NA
E27_3_524,NA,69.2288209867156,NA,NA
E4_4_406,NA,59.2276835561336,NA,NA
E122_2_804,NA,34.53159249767,NA,NA
E6_7_85,81.3711293080359,NA,NA,NA
E74_0_24,6.43132981875344,13.1348253981146,15.1104338643356,16.6425338072949
E113_1_282,NA,70.3718827690325,NA,NA
E106_6_008,62.889544317232,NA,NA,NA
E1_0_801,NA,31.6728067472568,NA,NA
E72_6_809,NA,71.1829749512268,NA,NA
E107_3_685,NA,57.5637898236365,NA,NA
E130_4_806,51.315820257485,NA,NA,NA
E95_2_403,74.3661311241652,NA,NA,NA
E82_1_762,NA,NA,NA,43.178338761699
E132_6_088,NA,NA,NA,60.0241935780913
E3_7_529,NA,53.0408590472047,NA,NA
E7_6_889,NA,NA,61.3200070667919,NA
E53_0_24,8.41730803163418,13.6650363473257,11.162648967776,12.3984603846287
E141_4_966,61.383448024861,NA,NA,NA
E148_2_643,NA,46.9895007823938,NA,NA
E77_3_925,NA,43.4306107112798,NA,NA
E71_5_687,63.2362109637957,NA,NA,NA
E33_6_168,NA,48.7960501402233,NA,NA
E93_2_163,60.7397185938982,NA,NA,NA
E30_1_282,NA,34.9149912539178,NA,NA
E24_7_77,NA,89.5810246757502,NA,NA
E138_1_121,NA,26.0705556978673,NA,NA
E102_3_364,NA,NA,NA,63.8728754608848
E133_3_444,74.2406977303792,NA,NA,NA
E138_0_801,NA,22.9212915526101,NA,13.0136212259192
E130_4_005,67.2456588905533,NA,NA,NA
E89_6_488,NA,90.8377688586541,NA,NA
E1_5_607,NA,60.4406577449766,NA,NA
E148_1_442,NA,33.550027462538,NA,NA
E92_4_566,NA,71.5953761897112,NA,NA
E133_5_607,68.9389200142599,NA,NA,NA
E110_7_289,NA,99.3905123517458,NA,NA
E123_6_088,NA,76.6615166190397,NA,NA
E50_6_328,NA,93.0908636773967,NA,NA
E4_3_284,NA,104.918510347531,NA,NA
E98_6_488,NA,69.7503630264757,NA,NA
