,PseudoTime0,PseudoTime1
E13_0_651,0.651,
E40_0_902,,0.902
E108_1_954,,1.954
E34_4_208,4.208,
E68_4_91,,4.91
E87_0_2,0.2,
E68_3_507,,3.507
E75_2_455,,2.455
E127_4_459,,4.459
E58_2_405,2.405,
E110_3_908,,3.908
E137_2_906,,2.906
E109_2_305,,2.305
E81_2_255,,2.255
E86_4_309,,4.309
E25_1_954,,1.954
E27_0_0,,0.0
E132_2_856,,2.856
E126_0_05,,0.05
E13_2_756,2.756,
E22_0_902,,0.902
E37_0_501,0.501,
E114_1_553,1.553,
E109_4_709,,4.709
E86_4_559,,4.559
E10_1_002,,1.002
E115_4_158,4.158,
E21_0_852,0.852,
E93_0_802,,0.802
E136_4_709,,4.709
E106_4_81,,4.81
E58_1_403,1.403,
E29_2_505,,2.505
E115_2_806,2.806,
E135_0_401,,0.401
E49_1_353,,1.353
E62_0_551,0.551,
E44_2_104,,2.104
E17_0_802,,0.802
E77_0_902,,0.902
E29_0_551,,0.551
E83_0_0,,0.0
E87_1_804,1.804,
E80_1_202,1.202,
E2_1_052,1.052,
E10_1_403,,1.403
E86_3_206,,3.206
E52_0_601,,0.601
E132_0_2,,0.2
E80_2_255,2.255,
E57_2_605,,2.605
E33_1_603,,1.603
E13_1_954,1.954,
E143_0_351,0.351,
E39_1_403,,1.403
E67_1_202,,1.202
E1_4_058,,4.058
E52_3_106,,3.106
E83_2_956,,2.956
E68_4_559,,4.559
E33_1_002,,1.002
E1_2_605,,2.605
E8_4_81,,4.81
E84_4_609,4.609,
E119_1_754,,1.754
E66_4_058,,4.058
E38_0_802,,0.802
E111_4_91,4.91,
E118_2_505,,2.505
E41_4_108,,4.108
E46_1_403,,1.403
E26_1_052,,1.052
E138_2_405,,2.405
E10_3_056,,3.056
E112_2_655,,2.655
E81_3_307,,3.307
E66_4_76,,4.76
E6_3_006,,3.006
E45_4_91,,4.91
E75_3_507,,3.507
E61_2_605,2.605,
E72_0_401,0.401,
E17_2_255,,2.255
E26_2_004,,2.004
E74_3_106,,3.106
E84_4_96,4.96,
E90_2_004,,2.004
E120_2_305,,2.305
E143_1_754,1.754,
E69_1_653,,1.653
E80_4_96,4.96,
E54_0_802,,0.802
E135_0_2,,0.2
E110_0_852,,0.852
E0_2_154,,2.154
E62_0_401,0.401,
E98_0_251,,0.251
E86_1_002,,1.002
E104_2_154,2.154,
E98_1_253,,1.253
E20_0_802,,0.802
E30_1_854,,1.854
E49_0_05,,0.05
E100_3_958,,3.958
E53_3_457,,3.457
E28_0_351,,0.351
E46_4_81,,4.81
E114_2_054,2.054,
E78_4_91,,4.91
E119_2_655,,2.655
E139_4_609,,4.609
E34_4_058,4.058,
E100_0_752,,0.752
E99_1_603,1.603,
E129_1_553,1.553,
E21_2_856,2.856,
E6_0_952,,0.952
E13_4_359,4.359,
E128_0_701,,0.701
E32_0_551,,0.551
E53_0_752,,0.752
E143_1_954,1.954,
E112_1_603,,1.603
E43_3_858,3.858,
E20_3_307,,3.307
E24_1_052,1.052,
E39_0_0,,0.0
E75_3_056,,3.056
E31_0_05,,0.05
E134_4_96,4.96,
E94_2_906,,2.906
E5_0_701,,0.701
E1_4_659,,4.659
