,PseudoTime0,PseudoTime1
E73_2_563,,2.563
E134_4_646,,4.646
E64_1_041,1.041,
E137_4_325,,4.325
E134_3_364,,3.364
E70_6_008,,6.008
E91_2_964,2.964,
E4_0_641,,0.641
E4_1_202,,1.202
E19_0_0,0.0,
E103_0_481,,0.481
E54_1_041,1.041,
E67_0_24,0.24,
E80_1_282,,1.282
E10_0_24,0.24,
E11_2_243,,2.243
E105_3_124,3.124,
E117_0_801,,0.801
E74_6_969,6.969,
E134_6_488,,6.488
E11_4_486,,4.486
E117_0_881,,0.881
E34_3_925,,3.925
E52_4_245,,4.245
E135_3_044,3.044,
E76_7_61,,7.61
E134_0_0,,0.0
E27_6_809,,6.809
E88_7_85,,7.85
E144_6_408,,6.408
E130_0_0,,0.0
E109_3_044,,3.044
E86_6_008,6.008,
E85_3_605,3.605,
E88_2_083,,2.083
E141_2_964,2.964,
E8_5_927,,5.927
E99_2_323,2.323,
E71_3_284,,3.284
E123_4_806,4.806,
E69_4_085,,4.085
E78_3_605,3.605,
E121_3_124,3.124,
E6_7_289,7.289,
E59_2_643,,2.643
E67_4_005,4.005,
E72_2_083,,2.083
E137_3_364,,3.364
E127_0_641,0.641,
E34_7_69,,7.69
E67_7_85,7.85,
E26_1_522,1.522,
E90_7_93,,7.93
E129_5_447,5.447,
E14_1_922,1.922,
E121_7_049,7.049,
E70_6_809,,6.809
E44_5_767,5.767,
E44_0_881,0.881,
E125_3_925,,3.925
E91_5_126,5.126,
E115_1_041,,1.041
E61_5_447,5.447,
E30_7_529,,7.529
E3_6_568,,6.568
E68_6_889,6.889,
E119_4_486,,4.486
E84_5_207,5.207,
E101_7_129,,7.129
E118_3_685,,3.685
E111_1_682,1.682,
E94_7_049,,7.049
E55_7_93,,7.93
E51_2_723,2.723,
E79_6_328,6.328,
E121_3_765,3.765,
E46_7_049,,7.049
E148_2_483,2.483,
E134_1_842,,1.842
E31_6_648,6.648,
E108_5_046,,5.046
E127_1_922,1.922,
E68_6_969,6.969,
E92_0_641,,0.641
E86_4_005,4.005,
E75_7_369,,7.369
E146_2_403,,2.403
E72_2_563,,2.563
E85_3_204,3.204,
E17_2_243,2.243,
E39_1_362,1.362,
E145_2_163,,2.163
E130_6_648,,6.648
E140_2_884,,2.884
E0_7_85,7.85,
E111_0_481,0.481,
E45_0_0,,0.0
E139_3_845,,3.845
E68_2_403,2.403,
E40_7_85,,7.85
E105_7_449,7.449,
E84_4_406,4.406,
E87_7_049,,7.049
E32_0_401,0.401,
E135_6_889,6.889,
E1_7_449,,7.449
E54_4_165,4.165,
E108_1_842,,1.842
E97_5_767,5.767,
E148_4_806,4.806,
E80_4_165,,4.165
E32_4_165,4.165,
E26_6_728,6.728,
E106_5_126,5.126,
E61_7_69,7.69,
E98_3_284,,3.284
E92_0_481,,0.481
E34_5_607,,5.607
E89_6_568,,6.568
E132_1_202,1.202,
E126_3_364,3.364,
E29_0_801,,0.801
E99_0_481,0.481,
E146_3_204,,3.204
E129_0_401,0.401,
E110_7_77,7.77,
E136_2_483,2.483,
E20_2_243,2.243,
E9_4_165,4.165,
E43_6_568,,6.568
E76_6_408,,6.408
E79_3_364,3.364,
E30_6_889,,6.889
E59_6_728,,6.728
E62_7_049,7.049,
E105_5_687,5.687,
E102_7_529,7.529,
E52_1_762,,1.762
E92_5_847,,5.847
E127_7_93,7.93,
E14_7_209,7.209,
E29_1_282,,1.282
E111_3_124,3.124,
E105_3_845,3.845,
E7_6_008,6.008,
E5_3_044,,3.044
E118_3_845,,3.845
E29_6_889,,6.889
E22_2_403,,2.403
E63_0_481,0.481,
E40_5_447,,5.447
E115_3_284,,3.284
E18_1_922,,1.922
E4_3_124,,3.124
E124_6_408,6.408,
E64_6_969,6.969,
E45_0_961,,0.961
E107_0_32,0.32,
E132_0_0,0.0,
E3_5_287,,5.287
E46_4_085,,4.085
E45_0_401,,0.401
E105_6_568,6.568,
E92_6_248,,6.248
E100_5_847,5.847,
E62_4_325,4.325,
E144_2_243,,2.243
E138_1_842,1.842,
E143_5_447,,5.447
E143_0_801,,0.801
E79_7_049,7.049,
E121_5_927,5.927,
E9_0_801,0.801,
E52_2_804,,2.804
E109_2_163,,2.163
E146_5_607,,5.607
E136_6_088,6.088,
E4_4_406,,4.406
E117_2_243,,2.243
E4_2_403,,2.403
E88_6_488,,6.488
E121_4_646,4.646,
E49_0_401,,0.401
E38_3_925,3.925,
E55_4_325,,4.325
E82_0_641,,0.641
E136_4_085,4.085,
E72_6_648,,6.648
E12_4_486,,4.486
E94_5_046,,5.046
E39_7_93,7.93,
E5_3_605,,3.605
E16_0_401,,0.401
E29_4_726,,4.726
E31_5_927,5.927,
E137_5_046,,5.046
E47_7_93,7.93,
E88_0_881,,0.881
E123_1_442,1.442,
E86_3_284,3.284,
E22_3_845,,3.845
E17_1_362,1.362,
E59_2_243,,2.243
E148_6_728,6.728,
E6_3_044,3.044,
E24_1_842,,1.842
E13_1_842,1.842,
E109_3_284,,3.284
E94_1_442,,1.442
E9_3_044,3.044,
E117_5_207,,5.207
E104_4_486,4.486,
E92_5_207,,5.207
E0_5_126,5.126,
E70_7_209,,7.209
E124_3_284,3.284,
E84_1_442,1.442,
E104_5_767,5.767,
E68_2_643,2.643,
E120_7_289,,7.289
E129_4_646,4.646,
E138_7_529,7.529,
E19_4_245,4.245,
E52_4_085,,4.085
E110_2_163,2.163,
E44_5_126,5.126,
E64_6_168,6.168,
E130_4_245,,4.245
E6_0_32,0.32,
E72_6_728,,6.728
E101_2_643,,2.643
E55_6_889,,6.889
E54_4_566,4.566,
E117_0_08,,0.08
E127_7_209,7.209,
E117_3_524,,3.524
E104_1_842,1.842,
E53_7_529,7.529,
E42_2_323,2.323,
E121_6_008,6.008,
E43_2_163,,2.163
E78_2_323,2.323,
E52_1_121,,1.121
E16_0_561,,0.561
E26_2_723,2.723,
