,PseudoTime0,PseudoTime1
E44_5_687,5.687,
E31_2_483,2.483,
E12_0_401,,0.401
E65_3_685,,3.685
E54_0_401,,0.401
E126_3_124,,3.124
E78_2_243,,2.243
E121_0_401,0.401,
E108_0_881,,0.881
E24_1_762,,1.762
E44_4_806,4.806,
E31_7_69,7.69,
E120_6_328,6.328,
E12_0_641,,0.641
E86_6_889,,6.889
E131_7_049,,7.049
E110_0_561,,0.561
E94_6_168,6.168,
E55_1_682,,1.682
E101_5_527,5.527,
E20_2_403,2.403,
E55_0_24,,0.24
E41_6_889,6.889,
E121_6_408,6.408,
E80_1_362,,1.362
E12_3_605,,3.605
E4_3_685,3.685,
E85_4_325,4.325,
E98_6_728,6.728,
E101_7_93,7.93,
E2_3_605,,3.605
E44_1_041,1.041,
E109_5_126,5.126,
E3_0_0,0.0,
E63_0_32,,0.32
E0_4_646,4.646,
E40_6_889,,6.889
E37_5_687,,5.687
E20_1_922,1.922,
E10_0_08,,0.08
E4_5_527,5.527,
E42_7_61,,7.61
E41_4_486,4.486,
E131_4_085,,4.085
E54_2_003,,2.003
E121_0_0,0.0,
E119_2_804,,2.804
E110_3_044,,3.044
E121_0_08,0.08,
E96_4_886,,4.886
E12_0_881,,0.881
E133_4_245,,4.245
E42_5_607,,5.607
E126_3_925,,3.925
E128_3_284,,3.284
E66_6_648,,6.648
E70_5_447,5.447,
E86_4_566,,4.566
E70_2_483,2.483,
E131_0_401,,0.401
E0_1_362,1.362,
E14_7_049,7.049,
E94_5_927,5.927,
E120_0_16,0.16,
E16_3_204,,3.204
E66_4_005,,4.005
E84_0_721,,0.721
E98_2_403,2.403,
E80_6_088,,6.088
E55_4_165,,4.165
E63_1_362,,1.362
E63_4_646,,4.646
E10_5_207,,5.207
E41_7_529,7.529,
E37_3_845,,3.845
E4_5_447,5.447,
E142_5_367,5.367,
E25_0_721,0.721,
E88_0_561,0.561,
E12_1_041,,1.041
E54_5_447,,5.447
E106_2_083,,2.083
E2_5_767,,5.767
E31_7_369,7.369,
E31_7_049,7.049,
E41_6_568,6.568,
E108_6_648,,6.648
E80_3_524,,3.524
E20_4_566,4.566,
E25_3_765,3.765,
E25_1_762,1.762,
E85_0_641,0.641,
E142_5_527,5.527,
E70_0_0,0.0,
E85_7_93,7.93,
E94_7_529,7.529,
E10_4_886,,4.886
E80_4_005,,4.005
E120_4_245,4.245,
E119_1_282,,1.282
E66_2_804,,2.804
E54_6_568,,6.568
E41_6_328,6.328,
E2_1_362,,1.362
E78_3_124,,3.124
E47_3_685,,3.685
E44_4_966,4.966,
E109_1_362,1.362,
E40_5_607,,5.607
E135_3_044,3.044,
E16_6_889,,6.889
E51_2_563,2.563,
E112_2_323,2.323,
E10_2_483,,2.483
E112_1_922,1.922,
E123_7_77,,7.77
E123_0_481,,0.481
E51_1_282,1.282,
E79_2_964,,2.964
E108_4_406,,4.406
E36_7_93,7.93,
E49_2_003,2.003,
E110_1_602,,1.602
E20_4_886,4.886,
E2_3_124,,3.124
E47_0_881,,0.881
E40_3_204,,3.204
E88_6_168,6.168,
E109_5_367,5.367,
E125_1_041,,1.041
E85_4_566,4.566,
E40_0_0,,0.0
E88_1_842,1.842,
E108_4_245,,4.245
E142_4_085,4.085,
E51_7_77,7.77,
E56_0_481,,0.481
E54_7_61,,7.61
E20_2_003,2.003,
E51_5_927,5.927,
E80_0_961,,0.961
E78_3_845,,3.845
E94_2_403,2.403,
E84_6_008,,6.008
E25_3_204,3.204,
E44_5_126,5.126,
E106_7_049,,7.049
E16_5_927,,5.927
E47_3_364,,3.364
E40_1_602,,1.602
E65_1_922,,1.922
E135_6_568,6.568,
E120_7_85,7.85,
E88_5_207,5.207,
E128_2_723,,2.723
E1_4_165,,4.165
E86_1_602,,1.602
E42_2_563,,2.563
E112_5_287,5.287,
E10_5_607,,5.607
E0_4_886,4.886,
E80_1_282,,1.282
E80_4_566,,4.566
E98_0_401,0.401,
E78_5_687,,5.687
E133_2_723,,2.723
E42_4_325,,4.325
E63_3_925,,3.925
E106_1_202,,1.202
E47_0_32,,0.32
E80_0_641,,0.641
E84_0_561,,0.561
E25_4_406,4.406,
E131_3_605,,3.605
E20_4_245,4.245,
E79_1_442,,1.442
E51_4_646,4.646,
E112_3_284,3.284,
E98_0_561,0.561,
E65_6_809,,6.809
E1_1_762,,1.762
E15_1_442,1.442,
E48_7_85,,7.85
E16_4_646,,4.646
E40_4_646,,4.646
E135_0_561,0.561,
E31_2_563,2.563,
E54_7_049,,7.049
E131_5_287,,5.287
E0_0_24,0.24,
E40_2_003,,2.003
E107_5_527,5.527,
E42_3_204,,3.204
E15_7_049,7.049,
E15_4_085,4.085,
E48_1_121,,1.121
E98_1_842,1.842,
E79_7_61,,7.61
E112_6_168,6.168,
E66_6_969,,6.969
E3_0_961,0.961,
E135_0_16,0.16,
E10_6_648,,6.648
E133_4_646,,4.646
E41_3_845,3.845,
E125_6_408,,6.408
E15_7_69,7.69,
E47_2_163,,2.163
E4_4_325,4.325,
E47_7_529,,7.529
E108_2_804,,2.804
E98_7_369,7.369,
E126_0_24,,0.24
E55_4_325,,4.325
E15_0_561,0.561,
E15_4_165,4.165,
E55_7_61,,7.61
E101_7_449,7.449,
E41_1_442,1.442,
E36_2_403,2.403,
E31_3_124,3.124,
E16_7_129,,7.129
E78_6_568,,6.568
E37_6_168,,6.168
E112_5_767,5.767,
E51_6_008,6.008,
E48_5_767,,5.767
E37_2_643,,2.643
E25_2_643,2.643,
E54_1_842,,1.842
E54_0_721,,0.721
E125_3_845,,3.845
E40_0_08,,0.08
E36_0_961,0.961,
E37_2_563,,2.563
E3_3_925,3.925,
E94_7_61,7.61,
E54_4_245,,4.245
E1_6_648,,6.648
E31_4_966,4.966,
E84_2_403,,2.403
E107_5_367,5.367,
E42_0_24,,0.24
E88_2_643,2.643,
E10_5_687,,5.687
E86_4_406,,4.406
E128_4_486,,4.486
E2_5_046,,5.046
E54_4_165,,4.165
E24_1_121,,1.121
E142_6_408,6.408,
E108_1_522,,1.522
E16_0_16,,0.16
E128_4_886,,4.886
E4_0_881,0.881,
E101_3_444,3.444,
E25_4_085,4.085,
E54_1_442,,1.442
E126_6_648,,6.648
E16_7_61,,7.61
E131_0_881,,0.881
E31_1_442,1.442,
E12_3_044,,3.044
E70_6_008,6.008,
E106_2_563,,2.563
E94_5_447,5.447,
E128_2_643,,2.643
E55_1_842,,1.842
E25_3_845,3.845,
E51_3_685,3.685,
E85_2_403,2.403,
E131_5_687,,5.687
E85_1_121,1.121,
E78_2_003,,2.003
E136_1_041,1.041,
E2_1_922,,1.922
E15_5_207,5.207,
E136_4_966,4.966,
E12_3_685,,3.685
E44_0_0,0.0,
E131_3_284,,3.284
E96_2_964,,2.964
E55_2_323,,2.323
E55_4_486,,4.486
E78_0_401,,0.401
E78_4_566,,4.566
E55_7_129,,7.129
E25_2_003,2.003,
E131_2_323,,2.323
E86_0_881,,0.881
E4_2_884,2.884,
E37_1_522,,1.522
E17_5_046,,5.046
E123_2_083,,2.083
E128_4_646,,4.646
E126_1_842,,1.842
E49_2_483,2.483,
E37_4_726,,4.726
E56_2_003,,2.003
E123_3_524,,3.524
E10_7_61,,7.61
E88_5_767,5.767,
E133_4_085,,4.085
E135_1_362,1.362,
E36_2_323,2.323,
E128_7_449,,7.449
E47_5_927,,5.927
E63_7_93,,7.93
E66_3_605,,3.605
E15_3_204,3.204,
E54_5_046,,5.046
E79_1_682,,1.682
E133_5_527,,5.527
E96_5_767,,5.767
E125_3_284,,3.284
E96_6_488,,6.488
E55_0_0,,0.0
E94_5_367,5.367,
E63_3_364,,3.364
E85_4_245,4.245,
E17_7_209,,7.209
E108_5_126,,5.126
E101_7_85,7.85,
E25_0_16,0.16,
E135_2_003,2.003,
E17_5_287,,5.287
E96_4_806,,4.806
E44_3_605,3.605,
E125_3_124,,3.124
E78_4_726,,4.726
E131_3_444,,3.444
E20_1_842,1.842,
E101_4_566,4.566,
E16_3_364,,3.364
E37_4_966,,4.966
E85_3_044,3.044,
E136_2_323,2.323,
E101_0_481,0.481,
E78_0_961,,0.961
E1_7_449,,7.449
E128_5_847,,5.847
E31_6_488,6.488,
E128_6_728,,6.728
