,PseudoTime0,PseudoTime1,PseudoTime2
E37_1_121,1.121,,
E1_1_842,,,1.842
E42_0_561,,,0.561
E64_6_728,6.728,,
E140_4_245,,,4.245
E106_7_93,7.93,,
E95_6_408,,,6.408
E6_3_044,,,3.044
E15_3_044,,3.044,
E34_1_362,1.362,,
E124_3_925,3.925,,
E74_2_163,,2.163,
E145_7_529,,,7.529
E136_6_328,,,6.328
E15_3_685,,3.685,
E31_7_289,,7.289,
E76_1_922,1.922,,
E3_4_566,,4.566,
E14_3_124,,,3.124
E95_5_847,,,5.847
E125_5_046,5.046,,
E103_6_248,,6.248,
E3_4_165,,4.165,
E64_7_85,7.85,,
E9_6_568,,6.568,
E88_5_687,5.687,,
E46_3_605,,,3.605
E35_5_046,,5.046,
E111_2_083,2.083,,
E148_5_767,,5.767,
E4_5_527,,,5.527
E3_4_886,,4.886,
E142_5_847,,,5.847
E101_1_682,,1.682,
E86_5_126,5.126,,
E73_6_728,,6.728,
E45_7_529,,7.529,
E22_0_24,,,0.24
E84_7_85,,,7.85
E143_4_486,,,4.486
E1_4_325,,,4.325
E83_0_16,,,0.16
E89_3_605,3.605,,
E79_7_049,7.049,,
E106_1_442,1.442,,
E113_4_245,,,4.245
E14_5_527,,,5.527
E70_3_044,3.044,,
E144_3_284,3.284,,
E115_0_32,,0.32,
E94_0_08,,0.08,
E118_3_605,3.605,,
E129_0_881,,,0.881
E5_5_687,5.687,,
E84_7_289,,,7.289
E92_7_85,,,7.85
E114_1_041,1.041,,
E124_0_881,0.881,,
E18_0_0,0.0,,
E63_2_723,,,2.723
E125_2_804,2.804,,
E15_0_0,,0.0,
E99_2_964,,,2.964
E105_1_922,1.922,,
E101_7_049,,7.049,
E84_7_369,,,7.369
E2_0_16,0.16,,
E143_0_641,,,0.641
E129_5_367,,,5.367
E140_5_126,,,5.126
E34_6_088,6.088,,
E76_7_289,7.289,,
E46_3_044,,,3.044
E21_7_369,7.369,,
E84_1_922,,,1.922
E14_0_561,,,0.561
E52_5_847,,,5.847
E4_4_165,,,4.165
E10_7_77,,,7.77
E37_7_69,7.69,,
E83_7_85,,,7.85
E21_5_287,5.287,,
E6_6_889,,,6.889
E63_0_401,,,0.401
E0_2_083,,2.083,
E130_2_163,,2.163,
E142_7_85,,,7.85
E96_7_93,7.93,,
E7_0_721,0.721,,
E100_5_847,,5.847,
E124_2_804,2.804,,
E98_1_602,,,1.602
E74_0_08,,0.08,
E53_2_163,,2.163,
E45_6_568,,6.568,
E34_1_282,1.282,,
E73_1_762,,1.762,
E106_5_767,5.767,,
E3_4_085,,4.085,
E96_0_481,0.481,,
E3_0_641,,0.641,
E10_1_121,,,1.121
E96_6_408,6.408,,
E104_0_561,,0.561,
E103_7_369,,7.369,
E34_4_406,4.406,,
E11_4_566,,4.566,
E103_6_728,,6.728,
E54_2_723,2.723,,
E118_7_61,7.61,,
E13_7_61,,,7.61
E58_6_969,,,6.969
E148_4_085,,4.085,
E128_2_083,,2.083,
E75_7_77,7.77,,
E118_1_762,1.762,,
E139_7_69,,,7.69
E42_6_728,,,6.728
E92_2_723,,,2.723
E15_6_568,,6.568,
E70_7_049,7.049,,
E100_5_927,,5.927,
E114_5_687,5.687,,
E33_3_925,,3.925,
E12_6_809,6.809,,
E70_0_881,0.881,,
E11_2_563,,2.563,
E134_3_845,3.845,,
E136_2_964,,,2.964
E80_4_486,,4.486,
E85_4_886,,4.886,
E78_7_77,,,7.77
E60_4_966,,4.966,
E46_5_287,,,5.287
E34_3_685,3.685,,
E74_6_809,,6.809,
E5_2_163,2.163,,
E26_6_328,6.328,,
E117_5_927,,5.927,
E129_4_245,,,4.245
E104_6_328,,6.328,
E20_2_483,,,2.483
E88_1_682,1.682,,
E75_3_364,3.364,,
E129_7_529,,,7.529
E92_3_925,,,3.925
E80_4_085,,4.085,
E104_4_245,,4.245,
E70_1_202,1.202,,
E94_0_32,,0.32,
E123_7_049,,7.049,
E77_2_003,2.003,,
E115_6_568,,6.568,
E85_1_522,,1.522,
E17_5_207,,5.207,
E125_4_005,4.005,,
E130_6_969,,6.969,
E35_1_842,,1.842,
E65_5_607,5.607,,
E98_1_522,,,1.522
E98_6_088,,,6.088
E115_7_369,,7.369,
E65_2_563,2.563,,
E133_3_765,,3.765,
E88_6_568,6.568,,
E6_0_481,,,0.481
E133_4_005,,4.005,
E71_2_643,,2.643,
E0_3_845,,3.845,
E81_4_005,4.005,,
E142_2_083,,,2.083
E78_1_682,,,1.682
E134_7_93,7.93,,
E107_0_32,,0.32,
E89_1_762,1.762,,
E93_4_566,4.566,,
E54_7_61,7.61,,
E29_2_884,,,2.884
E54_5_207,5.207,,
E140_3_124,,,3.124
E107_4_165,,4.165,
E65_3_605,3.605,,
E148_6_648,,6.648,
E129_7_85,,,7.85
E45_5_367,,5.367,
E12_7_289,7.289,,
E62_6_648,,6.648,
E22_7_93,,,7.93
E49_5_207,5.207,,
E111_7_289,7.289,,
E102_0_961,,,0.961
E33_6_008,,6.008,
E126_0_16,,0.16,
E45_1_202,,1.202,
E95_1_442,,,1.442
E46_5_687,,,5.687
E11_6_889,,6.889,
E35_4_165,,4.165,
E124_1_922,1.922,,
E56_5_927,,,5.927
E81_4_566,4.566,,
E49_6_969,6.969,,
E113_1_522,,,1.522
E104_5_527,,5.527,
E56_1_121,,,1.121
E54_5_367,5.367,,
E5_0_401,0.401,,
E104_5_687,,5.687,
E1_4_486,,,4.486
E62_1_682,,1.682,
E124_4_646,4.646,,
E89_3_765,3.765,,
E78_4_486,,,4.486
E10_2_723,,,2.723
E54_5_767,5.767,,
E35_2_163,,2.163,
E89_7_69,7.69,,
E88_6_008,6.008,,
E73_2_083,,2.083,
E44_2_884,2.884,,
E107_1_522,,1.522,
E78_3_685,,,3.685
E73_0_481,,0.481,
E75_4_726,4.726,,
E148_3_044,,3.044,
E4_3_685,,,3.685
E122_0_0,,,0.0
E9_7_93,,7.93,
E114_3_845,3.845,,
E75_2_804,2.804,,
E114_4_085,4.085,,
E29_7_61,,,7.61
E77_0_801,0.801,,
E87_1_282,1.282,,
E75_1_282,1.282,,
E128_2_403,,2.403,
E117_0_561,,0.561,
E80_0_641,,0.641,
E103_4_886,,4.886,
E147_0_08,,,0.08
E28_2_964,,2.964,
E15_3_845,,3.845,
E52_6_568,,,6.568
E1_1_041,,,1.041
E34_3_124,3.124,,
E9_1_282,,1.282,
E3_4_646,,4.646,
E13_3_765,,,3.765
E52_6_088,,,6.088
E51_2_403,,2.403,
E22_4_165,,,4.165
E17_6_088,,6.088,
E64_3_524,3.524,,
E7_7_289,7.289,,
E133_2_804,,2.804,
E40_4_245,4.245,,
E145_3_444,,,3.444
E121_1_121,,,1.121
E98_7_77,,,7.77
E100_1_682,,1.682,
E68_7_449,,,7.449
E148_1_202,,1.202,
E110_3_364,,3.364,
E102_2_323,,,2.323
E31_4_165,,4.165,
E83_6_168,,,6.168
E98_7_129,,,7.129
E44_3_124,3.124,,
E86_6_248,6.248,,
E83_4_325,,,4.325
E73_3_605,,3.605,
E7_3_284,3.284,,
E105_4_165,4.165,,
E11_6_408,,6.408,
E76_6_889,6.889,,
E42_2_563,,,2.563
E65_7_85,7.85,,
E5_7_61,7.61,,
E44_2_403,2.403,,
E136_7_209,,,7.209
E145_1_442,,,1.442
E114_1_842,1.842,,
E133_6_969,,6.969,
E96_7_049,7.049,,
E20_7_449,,,7.449
E53_6_088,,6.088,
E123_7_69,,7.69,
E89_2_804,2.804,,
E11_3_444,,3.444,
E29_0_401,,,0.401
E66_0_561,,,0.561
E42_0_16,,,0.16
E101_4_406,,4.406,
E86_5_927,5.927,,
E53_7_289,,7.289,
E133_0_401,,0.401,
E15_1_282,,1.282,
E29_3_444,,,3.444
E136_7_129,,,7.129
E89_1_362,1.362,,
E106_1_362,1.362,,
E49_0_08,0.08,,
E73_2_403,,2.403,
E118_6_809,6.809,,
E122_0_881,,,0.881
E54_0_801,0.801,,
E139_7_449,,,7.449
E143_2_723,,,2.723
E46_5_607,,,5.607
E86_1_282,1.282,,
E65_5_847,5.847,,
E11_7_289,,7.289,
E6_3_524,,,3.524
E85_5_527,,5.527,
E42_3_364,,,3.364
E75_4_566,4.566,,
E115_7_289,,7.289,
E110_7_129,,7.129,
E9_3_605,,3.605,
E101_5_126,,5.126,
E60_3_364,,3.364,
E93_3_364,3.364,,
E144_7_69,7.69,,
E100_0_24,,0.24,
E95_6_168,,,6.168
E78_6_408,,,6.408
E26_0_641,0.641,,
E28_2_163,,2.163,
E79_7_449,7.449,,
E122_3_765,,,3.765
E95_2_964,,,2.964
E78_2_243,,,2.243
E63_5_607,,,5.607
E106_7_449,7.449,,
E33_6_648,,6.648,
E104_4_486,,4.486,
E122_7_449,,,7.449
E95_2_804,,,2.804
E143_5_607,,,5.607
E49_3_044,3.044,,
E79_5_607,5.607,,
E110_4_966,,4.966,
E136_7_93,,,7.93
E18_7_77,7.77,,
E13_0_401,,,0.401
E70_1_842,1.842,,
E121_6_088,,,6.088
E122_0_401,,,0.401
E45_2_083,,2.083,
E64_4_245,4.245,,
E147_5_367,,,5.367
E49_0_881,0.881,,
E7_1_762,1.762,,
E64_2_003,2.003,,
E95_1_842,,,1.842
E65_0_561,0.561,,
E126_0_481,,0.481,
E147_5_687,,,5.687
E100_6_728,,6.728,
E12_5_767,5.767,,
E145_1_602,,,1.602
E125_1_682,1.682,,
E39_2_964,,2.964,
E85_5_207,,5.207,
E101_2_804,,2.804,
E20_6_088,,,6.088
E133_6_168,,6.168,
E85_4_486,,4.486,
E35_3_444,,3.444,
E6_5_447,,,5.447
E111_5_927,5.927,,
E121_6_969,,,6.969
E128_6_648,,6.648,
E147_7_93,,,7.93
E144_2_643,2.643,,
E79_3_444,3.444,,
E133_7_69,,7.69,
E68_0_641,,,0.641
E21_1_442,1.442,,
E78_0_881,,,0.881
E110_3_124,,3.124,
E62_6_488,,6.488,
E133_7_93,,7.93,
E1_4_085,,,4.085
E65_1_282,1.282,,
E5_6_008,6.008,,
E31_3_765,,3.765,
E147_0_721,,,0.721
E21_7_209,7.209,,
E17_1_922,,1.922,
E44_1_922,1.922,,
E88_2_323,2.323,,
E46_6_248,,,6.248
E121_1_762,,,1.762
E78_1_362,,,1.362
E5_2_884,2.884,,
E121_4_245,,,4.245
E49_6_728,6.728,,
E64_7_129,7.129,,
E136_1_522,,,1.522
E9_1_682,,1.682,
E20_4_245,,,4.245
E16_1_922,1.922,,
E115_7_129,,7.129,
E42_6_568,,,6.568
E113_6_328,,,6.328
E37_4_966,4.966,,
E62_1_842,,1.842,
E75_1_762,1.762,,
E76_3_925,3.925,,
E5_3_605,3.605,,
E28_4_325,,4.325,
E62_5_367,,5.367,
E75_2_163,2.163,,
E133_7_049,,7.049,
E100_4_566,,4.566,
E29_3_284,,,3.284
E53_3_284,,3.284,
E92_7_529,,,7.529
E15_1_682,,1.682,
E77_1_842,1.842,,
E104_7_93,,7.93,
E80_2_243,,2.243,
E133_1_602,,1.602,
E78_6_809,,,6.809
E10_4_245,,,4.245
E31_3_925,,3.925,
E31_4_966,,4.966,
E17_5_126,,5.126,
E18_4_085,4.085,,
E64_5_767,5.767,,
E49_0_961,0.961,,
E111_2_804,2.804,,
E44_1_202,1.202,,
E111_2_723,2.723,,
E63_7_85,,,7.85
E84_4_566,,,4.566
E33_0_08,,0.08,
E123_6_568,,6.568,
E71_6_889,,6.889,
E85_0_481,,0.481,
E147_2_964,,,2.964
E93_6_728,6.728,,
E65_3_444,3.444,,
E74_7_77,,7.77,
E5_2_804,2.804,,
E100_0_401,,0.401,
E147_7_61,,,7.61
E53_6_648,,6.648,
E9_1_041,,1.041,
E7_7_85,7.85,,
E35_6_809,,6.809,
E142_4_886,,,4.886
E40_4_886,4.886,,
E5_5_126,5.126,,
E5_1_282,1.282,,
E9_6_408,,6.408,
E115_7_449,,7.449,
E64_7_289,7.289,,
E85_0_961,,0.961,
E11_1_522,,1.522,
E34_2_003,2.003,,
E144_6_248,6.248,,
E10_5_126,,,5.126
E113_3_605,,,3.605
E37_6_328,6.328,,
E81_6_248,6.248,,
E83_7_369,,,7.369
E92_6_728,,,6.728
E58_6_168,,,6.168
E99_7_529,,,7.529
